"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","cohort","significant"
0.151391934799999,1.97073908555556,1.47625110350562,0.170246161521605,0.590052931837169,-4.52670292285116,"Abhd8","GSE41345",FALSE
-0.205331092599997,3.07130827922222,-1.66525406320051,0.126414625109273,0.573793150721065,-4.33221110847092,"Abi1","GSE41345",FALSE
0.023911248699998,6.01867371044444,0.198401373068303,0.84665281061122,0.951140593431139,-5.33845415775827,"Abi2","GSE41345",FALSE
-0.00994428179999994,0.2517039,-0.152357233224961,0.881894451730213,0.966614588149416,-5.3453602146312,"Abi3","GSE41345",FALSE
0.0725920439,0.798780154222222,0.910049582706435,0.383920632529216,0.730086829836255,-5.01658425941534,"Ablim2","GSE41345",FALSE
0.137730417849997,2.27127752844444,0.907780523772369,0.385062533256861,0.730086829836255,-5.01819264642255,"Abr","GSE41345",FALSE
-0.0119311429999997,0.823489954777778,-0.138289230882377,0.892719862582473,0.970451757819428,-5.34711075397461,"Abtb1","GSE41345",FALSE
-0.0326842145499984,2.23499688122222,-0.120043681029302,0.906794016576597,0.973806614461992,-5.34912977323438,"Acaa2","GSE41345",FALSE
-0.1869702253,0.746370666888889,-1.38201171082915,0.196655276304693,0.600685983285625,-4.61885755824941,"Acad8","GSE41345",FALSE
-0.2340276614,1.26896348544444,-1.68292497906721,0.122881214553822,0.573793150721065,-4.31344954483703,"Acad9","GSE41345",FALSE
-0.249163576399997,2.82120180911111,-2.0813617385633,0.0636738545126772,0.564515411734788,-3.87127236276482,"Acadm","GSE41345",FALSE
0.0392504121000002,0.705302217,0.341616566086038,0.739614101600829,0.905639943248746,-5.30556759480889,"Acadsb","GSE41345",FALSE
-0.0158990019000002,1.02682889433333,-0.284606690431147,0.781673850162193,0.927524994439515,-5.32071086887274,"Acadvl","GSE41345",FALSE
-0.0527491684999999,0.895036771111111,-0.666897806474193,0.519725102317324,0.800293435299939,-5.16936576830412,"Acat2","GSE41345",FALSE
-0.08048778885,1.488667862,-1.14693294240752,0.277754315367485,0.653890612640146,-4.8316716644905,"Acbd3","GSE41345",FALSE
-0.0588750454500041,2.03195746933333,-0.736412661544544,0.478172047341554,0.779067807570135,-5.1298586890626,"Acbd4","GSE41345",FALSE
-0.2579988041,-0.0728555915555555,-2.98032253322428,0.0136025964537252,0.537623773850961,-2.8271328334227,"Acbd5","GSE41345",FALSE
0.06691975025,1.49119445822222,1.0782241430668,0.305917138514162,0.678724210086633,-4.88862747084027,"Acbd6","GSE41345",FALSE
-0.0223297255000027,2.29459607255555,-0.347993029534692,0.734962206073056,0.903458442714324,-5.30370685288123,"Acd","GSE41345",FALSE
-0.03844886555,-0.000936672888888902,-0.634244485049119,0.539966777623408,0.811572269569108,-5.18671224442268,"Ache","GSE41345",FALSE
-0.122402508949997,2.42262005311111,-1.89889129136338,0.0863778184842234,0.573793150721065,-4.07770639730877,"Acly","GSE41345",FALSE
-0.1468211474,0.665267284111111,-2.112690186536,0.060394452358219,0.559762518320677,-3.83534409312388,"Acn9","GSE41345",FALSE
0.131281833399999,2.58799382111111,1.21609832039877,0.251501614096137,0.639920605391936,-4.77181831454057,"Aco2","GSE41345",FALSE
0.235400386599998,2.20445033744444,1.99904379963571,0.0731148347986335,0.564652545006905,-3.96505545999453,"Acot1","GSE41345",FALSE
-0.0535717245499996,0.347906925444444,-0.378121040811876,0.713136827417723,0.895059487473264,-5.29446412906744,"Acot11","GSE41345",FALSE
0.387989271400003,10.7980299657778,1.20609227473836,0.255171937989099,0.641365508558957,-4.78062773115452,"Acot7","GSE41345",FALSE
