gene,log2FC_BaP_vs_Control,welch_p,n_bap,n_control,BH_p
Prorp,-0.007793365124999951,0.9295553629237687,4,4,0.9863611641420912
Map3k7,-0.008644353500000146,0.929602776961206,4,4,0.9863771095401348
Gm15342,-0.006627005499999977,0.9297791935293792,4,4,0.9864266853563182
4933412E12Rik,-0.003012699374999983,0.9298081773192536,4,4,0.9864266853563182
Ppargc1b,-0.013789769499999993,0.9298502715032206,4,4,0.9864266853563182
Gm28428,0.005522188749999997,0.9299295190148634,4,4,0.9864266853563182
Tmem120b,0.00843569200000005,0.9299373589285547,4,4,0.9864266853563182
Capn10,-0.007292722750000147,0.930005646759699,4,4,0.9864266853563182
Dimt1,0.008234839249999792,0.930095660376987,4,4,0.9864266853563182
Gm7480,-0.009398175499999994,0.9301065907987502,4,4,0.9864266853563182
Gm13286,0.004986282875000025,0.9301193794078919,4,4,0.9864266853563182
Pstk,0.00787270274999996,0.9301347318923923,4,4,0.9864266853563182
Gm4814,-0.006937172999999991,0.9301646030693411,4,4,0.9864266853563182
Slco1a6,-0.011112695750000012,0.9302027193288392,4,4,0.9864266853563182
Pyy,0.0092944425,0.9302412541935028,4,4,0.9864266853563182
Itgb1bp1,-0.011215025500000031,0.9303123788259808,4,4,0.9864266853563182
Mybph,-0.019189569499999948,0.9303418640077603,4,4,0.9864266853563182
Gm6345,0.008446803249999996,0.9303523476240432,4,4,0.9864266853563182
Gm10654,-0.023343573999999867,0.9303610337129369,4,4,0.9864266853563182
Bmp15,0.009346188499999998,0.9304294258192406,4,4,0.9864266853563182
0610030E20Rik,0.009903305124999928,0.9304540340560932,4,4,0.9864266853563182
Washc2,-0.011303911,0.9304712614082649,4,4,0.9864266853563182
Mir8102,-0.012934017750000026,0.9304934671855385,4,4,0.9864266853563182
Slc9a8,0.006172583000000065,0.9304974292904542,4,4,0.9864266853563182
Trav12-2,-0.010877930250000011,0.9304974584719135,4,4,0.9864266853563182
Trav5-2,-0.010877930250000011,0.9304974584719135,4,4,0.9864266853563182
Plpbp,-0.007439572750000012,0.9305473691774582,4,4,0.9864266853563182
Or2a25,-0.014552033250000013,0.9305732867545865,4,4,0.9864266853563182
Atp8b3,0.004872610374999975,0.9306108775188697,4,4,0.9864266853563182
Or8k22,-0.0074150894999999994,0.9307241812637564,4,4,0.9864266853563182
Cdt1,-0.00708695249999991,0.9307595313596306,4,4,0.9864266853563182
Or2z9,0.005004715125000003,0.9307741250023926,4,4,0.9864266853563182
Ska2l-ps,0.005832821000000002,0.930816976686075,4,4,0.9864266853563182
E330018M18Rik,0.013785353499999986,0.9308183744593823,4,4,0.9864266853563182
Nr4a1,0.02158152175,0.9308357276225974,4,4,0.9864266853563182
Gm15340,-0.006716471500000001,0.9308521324114127,4,4,0.9864266853563182
Gm15998,-0.006828591749999988,0.9308525122132176,4,4,0.9864266853563182
Slc7a15,-0.00623828324999999,0.9308616778494989,4,4,0.9864266853563182
Ms4a8a,0.011373112500000004,0.9308631111940173,4,4,0.9864266853563182
Cast,0.02035350324999996,0.9308896407694867,4,4,0.9864266853563182
Aurkb,0.011297447000000002,0.9310244811870485,4,4,0.9864266853563182
Gm2427,-0.00720210562500001,0.9310733607283089,4,4,0.9864266853563182
Gm71363,-0.00720210562500001,0.9310733607283089,4,4,0.9864266853563182
Col4a5,-0.012994804750000366,0.9311078329729804,4,4,0.9864266853563182
Syngr3,0.015620377249999873,0.9311434980909943,4,4,0.9864266853563182
Gm5851,-0.005194599249999996,0.9311512808027751,4,4,0.9864266853563182
Gm5850,-0.005194599249999996,0.9311512808027751,4,4,0.9864266853563182
4933425B07Rik,0.011137554250000015,0.9311525952792417,4,4,0.9864266853563182
Gja3,0.0037008317499999995,0.9311717626738294,4,4,0.9864266853563182
Gm3788,0.01447217150000002,0.9312085219313753,4,4,0.9864313152217997
Gm3470,0.008405520250000006,0.9312448703364707,4,4,0.9864355095634235
2300009A05Rik,-0.004536274499999993,0.9313127410206087,4,4,0.986445283737561
Prss55,-0.012171236249999988,0.9313509695035391,4,4,0.986445283737561
Gm56273,0.009055687500000076,0.931351265230942,4,4,0.986445283737561
Rec114,-0.007995498999999961,0.9314265346728249,4,4,0.9864466261152334
Rad50,0.005481624124999973,0.931466469064728,4,4,0.9864466261152334
Cd209e,0.006566773749999994,0.9314745806209181,4,4,0.9864466261152334
Cyp7b1,0.014363482999999455,0.931482089586551,4,4,0.9864466261152334
Spata31e5,-0.009615284749999994,0.9315935954541088,4,4,0.9865304083153803
Gm50100,0.009003541250000004,0.9316555529035656,4,4,0.9865617161861894
Kcnmb2,-0.01165520649999996,0.9317158824088589,4,4,0.9865912980545236
Gm71933,0.011112931999999985,0.9317715364065511,4,4,0.9866159271563439
Plekha5,-0.005222175749999947,0.9319271407887831,4,4,0.9866390970012962
St6galnac1,0.00644134924999995,0.931940212480411,4,4,0.9866390970012962
Chrm4,0.011726797999999983,0.931978992027699,4,4,0.9866390970012962
Hsf4,-0.005315678500000004,0.9320016540295776,4,4,0.9866390970012962
Ccdc8,0.007323656124999998,0.9320368726203532,4,4,0.9866390970012962
Trbv12-2,-0.006664464249999995,0.9320526757682324,4,4,0.9866390970012962
Brf1,-0.00790527299999999,0.932056782101509,4,4,0.9866390970012962
Gm24029,-0.009623403124999985,0.9320633248931299,4,4,0.9866390970012962
Phldb3,-0.003087080874999981,0.9320849782939747,4,4,0.9866390970012962
Astl,-0.003561229249999992,0.932206404187157,4,4,0.9866967773484778
A730061H03Rik,0.006359129999999991,0.9322075654161414,4,4,0.9866967773484778
Calr,0.009312087499999983,0.9322366616825075,4,4,0.9866967773484778
6820445E23Rik,-0.023681086750000024,0.9324227057282499,4,4,0.986859394136071
Nudt16l1,0.0065226791250000415,0.9325660667836252,4,4,0.986970486220905
Pramel21,-0.008180061249999995,0.9325924826787891,4,4,0.986970486220905
Gm12583,-0.007700850750000002,0.9326775083682624,4,4,0.9870261716829563
4930473D10Rik,0.009943784,0.9327393042427417,4,4,0.9870572706746678
Slc25a22,-0.022088028250000002,0.9328489020973127,4,4,0.9871389514706145
Tmem212,-0.04643215249999999,0.9330638797123185,4,4,0.9872149149959656
Acsf2,0.006074570749999952,0.9330861588554529,4,4,0.9872149149959656
Gm5540,0.006074570749999952,0.9330861588554529,4,4,0.9872149149959656
Gdf15,-0.011961327749999917,0.9331588572097815,4,4,0.9872149149959656
Vmn1r16,0.010234877249999996,0.9331784689904985,4,4,0.9872149149959656
Gm14411,-0.010911232499999923,0.933211827861041,4,4,0.9872149149959656
Them4,-0.009256724249999904,0.933221770217757,4,4,0.9872149149959656
Gm7353,-0.005418952249999998,0.9333372863339386,4,4,0.9872149149959656
Slc39a11,-0.006339811375000004,0.9333560839231829,4,4,0.9872149149959656
Gm14400,-0.009138236000000022,0.933362897975791,4,4,0.9872149149959656
Gm74794,-0.009138236000000022,0.933362897975791,4,4,0.9872149149959656
Zfp970,-0.009138236000000022,0.933362897975791,4,4,0.9872149149959656
Gm75801,-0.009138236000000022,0.933362897975791,4,4,0.9872149149959656
A330032B11Rik,-0.01024114000000001,0.9334149381642788,4,4,0.9872149149959656
Zbtb3,-0.007886188749999995,0.933445876709152,4,4,0.9872149149959656
Klri2,-0.012125908250000011,0.9334709244727708,4,4,0.9872149149959656
Nxph4,-0.006577393250000008,0.9334717337159777,4,4,0.9872149149959656
Tspyl5,0.02299658825000006,0.9335175237296037,4,4,0.987229060130866
Gm10530,0.010379999250000022,0.9335847803027638,4,4,0.9872326984539711
4930548G14Rik,0.007896032000000011,0.9335857942005785,4,4,0.9872326984539711
Krtap4-1,-0.011693224749999998,0.9336669370656783,4,4,0.9872842245424727
2210017I01Rik,-0.007850649250000036,0.9337233781955295,4,4,0.9873096276888882
4932411K12Rik,0.00657604537500002,0.9338061132527238,4,4,0.9873438531058738
Gm11131,-0.005980392749999952,0.9338724096142814,4,4,0.9873438531058738
Pold4,0.004156063249999953,0.9338854208176026,4,4,0.9873438531058738
Gm45928,0.004156063249999953,0.9338854208176026,4,4,0.9873438531058738
Gm8304,-0.0066881623750001395,0.9339340185307099,4,4,0.9873526924282717
Krt25,-0.006130105249999976,0.933958619522133,4,4,0.9873526924282717
Itsn2,0.010656880624999976,0.9342135524479479,4,4,0.9874017424340287
Dag1,-0.010456787250000002,0.9342278717091512,4,4,0.9874017424340287
Adgra2,0.014180897750000199,0.9343056609870456,4,4,0.9874017424340287
Gm55521,0.013998062499999908,0.9343136745736972,4,4,0.9874017424340287
Ugt3a1,0.005533564749999997,0.9343397195602413,4,4,0.9874017424340287
Zfp423,0.01803783325000019,0.9343487769236496,4,4,0.9874017424340287
Pfn3,0.011832279750000008,0.9343691712667925,4,4,0.9874017424340287
Kifc1,-0.011167602999999637,0.9344177675910212,4,4,0.9874017424340287
Lipo1,0.007639962624999885,0.9344302474109892,4,4,0.9874017424340287
Zdbf2,-0.026324958499999607,0.9344448945121626,4,4,0.9874017424340287
Creb5,0.006024636874999989,0.934508396417032,4,4,0.9874017424340287
Susd6,0.011454259999999994,0.9345670257593699,4,4,0.9874017424340287
1700039I01Rik,0.007999005500000017,0.93459242143224,4,4,0.9874017424340287
Pde6g,-0.013694820000000003,0.9345975878158148,4,4,0.9874017424340287
Lama4,0.02200524724999986,0.9346402042292256,4,4,0.9874017424340287
Ckmt2,-0.006547946999999998,0.9346908179769482,4,4,0.9874017424340287
Gkn3,0.02186267725000013,0.9347060513085798,4,4,0.9874017424340287
Eogt,0.013001867249999854,0.9347206842809985,4,4,0.9874017424340287
H2-T15,-0.012958863499999751,0.9347219669869627,4,4,0.9874017424340287
Shq1,-0.006225256750000019,0.9347425388198869,4,4,0.9874017424340287
Gm8375,-0.001409817750000042,0.9347630199403328,4,4,0.9874017424340287
Gm10804,0.005360764000000004,0.9347917360547425,4,4,0.9874017424340287
4930555F03Rik,-0.0045930292499999775,0.934799954632901,4,4,0.9874017424340287
Adra2c,-0.02958185550000003,0.9348796800659317,4,4,0.9874017424340287
Gm55896,-0.005622721249999962,0.9348885927249797,4,4,0.9874017424340287
Zbtb45,-0.010065838249999959,0.9349861063764057,4,4,0.9874017424340287
Smad5,0.005359217999999999,0.93500474641999,4,4,0.9874017424340287
Elmod2,-0.011680228000000015,0.9350299854981756,4,4,0.9874017424340287
Gm8225,-0.018893149499999984,0.9350590099334348,4,4,0.9874017424340287
Fastkd3,0.008468706249999958,0.9350876281387757,4,4,0.9874017424340287
Tnnt1,-0.016337536374999573,0.9350958469907928,4,4,0.9874017424340287
Ikzf2,-0.004420492124999996,0.9350993845807893,4,4,0.9874017424340287
H2-K2,0.01429285250000012,0.9351156252842034,4,4,0.9874017424340287
Ntf5,0.024982876249999952,0.9351378358113182,4,4,0.9874017424340287
Atp11b,0.009311604375000004,0.9352452788127306,4,4,0.9874017424340287
Or10q3,-0.0068317274999999955,0.9352877304264826,4,4,0.9874017424340287
Gm14461,-0.007768732749999995,0.9353021216956985,4,4,0.9874017424340287
Gm59088,-0.007044009250000004,0.9353370745209701,4,4,0.9874017424340287
Rab11b-ps2,-0.006774370500000071,0.9353808301947165,4,4,0.9874017424340287
Mob3c,-0.007855229250000012,0.9353999154168846,4,4,0.9874017424340287
Or1f19,0.009045167999999992,0.9354234107328827,4,4,0.9874017424340287
Abca7,-0.018078947500000053,0.9354426734643329,4,4,0.9874017424340287
Gfra2,0.015873970250000147,0.9354473114152533,4,4,0.9874017424340287
Rusf1,-0.0073203687499999726,0.9354836571380003,4,4,0.9874017424340287
Rbfox2,-0.012703351375000116,0.9354953034393608,4,4,0.9874017424340287
Gm19680,-0.006379722250000164,0.9356218035188945,4,4,0.9874017424340287
Micall1,0.019362543750000016,0.9356476033420107,4,4,0.9874017424340287
Or5ak25,0.004371120499999999,0.9356528769756531,4,4,0.9874017424340287
Gm5442,0.0043642154999999905,0.9356800846214377,4,4,0.9874017424340287
Alg8,-0.015446034250000018,0.9356832001825379,4,4,0.9874017424340287
Pld3,0.005445997999999896,0.935728313434786,4,4,0.9874017424340287
Gm57234,0.005445997999999896,0.935728313434786,4,4,0.9874017424340287
4930503E14Rik,0.009188264499999876,0.9357716276368784,4,4,0.9874017424340287
Rnf103,-0.0066407923749999265,0.9357823586927878,4,4,0.9874017424340287
Baiap2l2,-0.007515830750000008,0.935788149908583,4,4,0.9874017424340287
Elane,-0.010045938749999997,0.9359093146101307,4,4,0.9874371418579593
B4galnt2,0.009573770250000058,0.9359525783059655,4,4,0.9874371418579593
Pop5,0.00819767749999989,0.9360060310252409,4,4,0.9874371418579593
Nscme3l,-0.013320198000000005,0.9360806105902589,4,4,0.9874371418579593
Slc12a3,-0.009181851500000004,0.9360878299266451,4,4,0.9874371418579593
Gm49597,-0.0050912508750000085,0.9361168747305086,4,4,0.9874371418579593
Tmem44,-0.023402578000000007,0.9361353111111823,4,4,0.9874371418579593
Rmdn1,0.006856562875000138,0.9361441658971754,4,4,0.9874371418579593
Lrrcc1,0.012942418499999997,0.9361636700459177,4,4,0.9874371418579593
Gm14122,0.008871056500000002,0.9362354018785253,4,4,0.9874371418579593
AU021092,-0.004818225750000016,0.9362535811323789,4,4,0.9874371418579593
Chmp2a,-0.0038862507499999727,0.9362602499049492,4,4,0.9874371418579593
Gm16060,0.002973714749999967,0.9362743787852814,4,4,0.9874371418579593
Me3,-0.021279969500000107,0.9363120483792636,4,4,0.9874371418579593
Kctd13,0.009017739500000177,0.9363675055549294,4,4,0.9874371418579593
Dnm1,-0.010970945374999985,0.9364267965004334,4,4,0.9874371418579593
Gm1070,-0.010405848375000054,0.936437452053076,4,4,0.9874371418579593
Gnasas1,-0.004859435749999988,0.9364465274735184,4,4,0.9874371418579593
Mir181a-1hg,0.010703902000000043,0.9364988585743872,4,4,0.9874371418579593
Faf2,0.005540786125000086,0.9365127703119516,4,4,0.9874371418579593
Btbd16,0.011584373999999953,0.9365615714239401,4,4,0.9874371418579593
Rpsa-ps12,-0.004059790999999979,0.936599821184421,4,4,0.9874371418579593
Rpsa-ps2,-0.004059790999999979,0.936599821184421,4,4,0.9874371418579593
Rpsa-ps10,-0.004059790999999979,0.936599821184421,4,4,0.9874371418579593
Trp63,-0.006888712874999994,0.9366576441616071,4,4,0.9874639208898164
Nadk,-0.005127046249999712,0.9367274551826281,4,4,0.987482654266736
Tas2r119,0.007317773749999999,0.9367437305293902,4,4,0.987482654266736
Gm8659,0.013708926500000107,0.936772683447417,4,4,0.987482654266736
Or14j5,-0.00975557925,0.9368386322761706,4,4,0.9875069891947447
Ints15,-0.008705729750000057,0.9368795838902395,4,4,0.9875069891947447
Or51ac3,0.006612122750000005,0.9369068593363612,4,4,0.9875069891947447
4930549C15Rik,-0.007289681250000003,0.9369664589445758,4,4,0.9875069891947447
Slc10a1,-0.009816396000000002,0.9370004646595202,4,4,0.9875069891947447
Slc26a1,-0.013290765000000038,0.9371019144243884,4,4,0.9875069891947447
Slc16a5,0.00704263099999991,0.937108309300058,4,4,0.9875069891947447
Tusc2,-0.010398141999999944,0.9371241868234785,4,4,0.9875069891947447
Fbxo39,0.008610998000000009,0.9371462323854651,4,4,0.9875069891947447
Mageb17-ps,0.003157128499999995,0.9371715897675229,4,4,0.9875069891947447
Ptcd1,-0.005856546500000004,0.9372380415866576,4,4,0.9875069891947447
Igkv3-2,-0.009179244249999996,0.9372740604864224,4,4,0.9875069891947447
Mmp2,0.01612789074999954,0.9372902003981948,4,4,0.9875069891947447
Irx5,-0.00966899075000005,0.937325032385272,4,4,0.9875069891947447
Cdip1,-0.009790605374999872,0.9373281069328294,4,4,0.9875069891947447
Grwd1,-0.010666904624999862,0.9373533730309878,4,4,0.9875069891947447
Sec31a,0.0050801354999999715,0.9373577681812651,4,4,0.9875069891947447
Slc4a7,-0.011902616750000011,0.937402209717383,4,4,0.9875069891947447
Mir6769b,0.01528917750000014,0.9374834464840185,4,4,0.9875069891947447
Gm6370,-0.0039166577500000105,0.93749629845154,4,4,0.9875069891947447
Rnf4,0.00467677150000001,0.9375063050921513,4,4,0.9875069891947447
Rasgrp3,-0.011482027499999992,0.9375090978978475,4,4,0.9875069891947447
Gm57184,0.006986975249999999,0.9377095153993203,4,4,0.9876839357081687
Rgmb,-0.008066526624999848,0.9378078247260915,4,4,0.98772885192845
4632411P08Rik,-0.007228427250000016,0.9378250044487021,4,4,0.98772885192845
Aasdhppt,0.004763364624999988,0.9378494529835473,4,4,0.98772885192845
Sh3bp1,-0.00725521237499982,0.937911281415529,4,4,0.9877340916490738
Gm50367,0.010846943749999949,0.9380052921221305,4,4,0.9877340916490738
Antkmt,0.010846943749999949,0.9380052921221305,4,4,0.9877340916490738
Zfp830,0.004464223499999975,0.9380063411261591,4,4,0.9877340916490738
Chchd2-ps,0.0035634814999998543,0.9380165856568873,4,4,0.9877340916490738
A030003K21Rik,-0.009179877000000003,0.9381128613633689,4,4,0.9877410196318249
Erln,0.01225079224999992,0.9381232783864946,4,4,0.9877410196318249
Mmp24,-0.010035170249999892,0.9381421597052921,4,4,0.9877410196318249
Ppp1r10,0.0068908711249999755,0.9381528918731875,4,4,0.9877410196318249
Lhx5,0.007909674249999998,0.9383144598793944,4,4,0.9877908451216687
Gm57311,0.007909674249999998,0.9383144598793944,4,4,0.9877908451216687
Nmnat3,0.00979119024999986,0.9383299419686639,4,4,0.9877908451216687
Depdc7,0.009332262500000077,0.9383626554870586,4,4,0.9877908451216687
Pitx3,-0.004921028000000008,0.938377372877867,4,4,0.9877908451216687
Marchf4,0.009545744750000085,0.938394816190742,4,4,0.9877908451216687
Xdh,0.007459202750000005,0.9384810370281922,4,4,0.9878142295260763
Gm9083,-0.0028817222499999406,0.938564997235465,4,4,0.9878142295260763
Dpf3,-0.007514262374999983,0.938579127259595,4,4,0.9878142295260763
Tnfaip8l3,-0.011931605374999599,0.9385905289603693,4,4,0.9878142295260763
Shc1,0.011954862500000107,0.9386044344001517,4,4,0.9878142295260763
Ubl7,-0.014787852999999851,0.9386116360735199,4,4,0.9878142295260763
Slc34a1,0.007736493250000004,0.9386772141310901,4,4,0.9878491096605556
Ifi35,0.010707780250000631,0.9387268064507466,4,4,0.987867164827198
Zfp263,-0.002211497500000048,0.938825528231504,4,4,0.9879369182440288
Erc2,-0.019563793749999947,0.9388627982523741,4,4,0.9879420026802441
Gm48399,-0.007549209499999994,0.9389858562306264,4,4,0.9880352950214282
Rer1,0.0028964532500000417,0.9390163387967967,4,4,0.9880352950214282
Nr0b2,0.007303621500000079,0.9391112502866567,4,4,0.9880472109620944
4921513I03Rik,-0.011742018500000003,0.9391193443372217,4,4,0.9880472109620944
Snta1,0.007323533624999934,0.9391353093114541,4,4,0.9880472109620944
Etv1,0.012316646249999508,0.9392120846041048,4,4,0.9880472109620944
Gpr173,0.013741328500000038,0.9392428985083405,4,4,0.9880472109620944
Gm10848,0.011377915750000016,0.9392525441472914,4,4,0.9880472109620944
Krt1,0.021400368999999753,0.9392745823282089,4,4,0.9880472109620944
Gm5393,-0.005948608999999994,0.9392871978915656,4,4,0.9880472109620944
Lhfpl1,0.015476998999999998,0.9393592095822525,4,4,0.9880610378767425
Hhat,-0.00640371375000004,0.9394250087658277,4,4,0.9880610378767425
Glrp1,-0.020244881500000034,0.9394259481787204,4,4,0.9880610378767425
Slc22a30,0.008544868749999993,0.9394301114327828,4,4,0.9880610378767425
Usp37,0.006317039749999975,0.9396869603193277,4,4,0.9882970530936337
4930414F18Rik,0.01014897600000001,0.9397656641446204,4,4,0.9883144475694272
Meig1,0.010603488125000116,0.9397787191605678,4,4,0.9883144475694272
Lancl1,-0.010540082749999735,0.9398008509344031,4,4,0.9883144475694272
Vmn1r54,0.003135314,0.9399520264987871,4,4,0.9884392969769719
Ephb2,0.0045085247499999925,0.9400084165961197,4,4,0.9884644662449131
4930592I03Rik,-0.004105914999999998,0.9400720877200573,4,4,0.9884757325644749
Rrbp1,-0.015261675500000127,0.9400840423473211,4,4,0.9884757325644749
Gm57014,-0.016266520250000083,0.9401637530324177,4,4,0.9885254181576785
Slc35e1,-0.009478544625000085,0.940218975155259,4,4,0.9885425715270645
Apoc2,0.006246269749999998,0.9402774413766593,4,4,0.9885425715270645
Apoc2l,0.006246269749999998,0.9402774413766593,4,4,0.9885425715270645
Rab5a,0.0028508710000001436,0.940367902023395,4,4,0.9885742455181105
Micos13,-0.009345026250000027,0.9403941734594994,4,4,0.9885742455181105
Spock3,0.005074538125000003,0.9404279987466714,4,4,0.9885742455181105
Trp53-ps,-0.008921962250000082,0.9404757259456216,4,4,0.9885742455181105
Trp53,-0.008921962250000082,0.9404757259456216,4,4,0.9885742455181105
Mettl4,-0.004861654499999979,0.9405023234793555,4,4,0.9885742455181105
Gm6756,-0.008243335249999983,0.9406319063045934,4,4,0.9886763300114817
Mindy4,0.004658155624999966,0.9407822178691405,4,4,0.9887012925069354
Igsf6,0.007943395249999985,0.9408149191988733,4,4,0.9887012925069354
Mir7055,0.015598336750000108,0.9408278062840075,4,4,0.9887012925069354
Slc17a7,0.015598336750000108,0.9408278062840075,4,4,0.9887012925069354
Tnfsf12,-0.0052869911249999735,0.9408875764606643,4,4,0.9887012925069354
Rnf183,0.007788925250000078,0.94089544266441,4,4,0.9887012925069354
Gm8557,-0.0068139824999999925,0.9409148434744876,4,4,0.9887012925069354
Gm7986,-0.007947268499999938,0.9409394163522347,4,4,0.9887012925069354
Or4c123,-0.005886677750000013,0.9409873481824869,4,4,0.9887012925069354
Vmn2r28,-0.0066790545000000034,0.9409877839100576,4,4,0.9887012925069354
D130079A08Rik,-0.004205398374999995,0.9410354882096842,4,4,0.9887012925069354
Klrg2,0.008048033499999996,0.9410906895012627,4,4,0.9887012925069354
Ighv1-11,-0.010673216499999971,0.9411342264283299,4,4,0.9887012925069354
Gm32531,-0.005123368249999996,0.9411605509192386,4,4,0.9887012925069354
C030014O09Rik,0.01407158,0.9412156982905596,4,4,0.9887012925069354
Trav4-3,-0.008220372249999996,0.9412157845748803,4,4,0.9887012925069354
Krtap13,-0.007702133250000014,0.9412299539652483,4,4,0.9887012925069354
Tpd52l2,-0.00701621899999999,0.941292014409636,4,4,0.9887012925069354
Gm5523,0.011234277000000237,0.9412958553410371,4,4,0.9887012925069354
Arhgap1,-0.005345655750000011,0.9413049211167291,4,4,0.9887012925069354
A230005M16Rik,0.0037489247499999934,0.9413454139973569,4,4,0.9887097261338587
Gm4035,0.00929986200000002,0.9414013069791233,4,4,0.9887204914607357
Gpr153,0.020542503499999976,0.9414444018404347,4,4,0.9887204914607357
2410012E07Rik,-0.0031488472499998643,0.9414530553047457,4,4,0.9887204914607357
Gm20443,0.006379319500000036,0.9415093850387843,4,4,0.9887455546616054
Foxr2,-0.00718573425000002,0.9415475421008029,4,4,0.9887515323847339
Sctr,0.009069837750000032,0.9416178440372303,4,4,0.988791264972516
Dars1,0.01626461324999995,0.9416943149935388,4,4,0.9888355461396292
Lhx9,-0.01206120774999997,0.9417249479833183,4,4,0.9888355461396292
Ggt1,-0.01213219625000006,0.9417736664492081,4,4,0.9888526093007337
Echdc3,0.015425008624999847,0.9419924438264138,4,4,0.989035577239999
Paf1,0.007722127749999974,0.9420405485942751,4,4,0.989035577239999
Gm7324,-0.0063198587499999626,0.9421656962682663,4,4,0.989035577239999
Pyurf,0.007717586750000005,0.9421708389807779,4,4,0.989035577239999
Gm26712,0.007717586750000005,0.9421708389807779,4,4,0.989035577239999
Rhbdl2,0.01159028800000006,0.942179663466315,4,4,0.989035577239999
Leng9,0.005062109499999856,0.9422188600208024,4,4,0.989035577239999
Ccdc103,-0.008723748500000128,0.9422444883413765,4,4,0.989035577239999
Frmpd2,0.026613478000000024,0.9422586003787743,4,4,0.989035577239999
Igkv14-100,0.004988276499999986,0.9423199278031276,4,4,0.989035577239999
Crb1,0.003436373374999996,0.9423592020274167,4,4,0.989035577239999
Ect2,-0.008112374375000009,0.9423733380120307,4,4,0.989035577239999
Gm6109,0.0061471097500001015,0.9424115547507516,4,4,0.989035577239999
Ighv1-14,-0.005577131499999999,0.9424281133853176,4,4,0.989035577239999
Gm66158,0.007180647999999845,0.9424675112509605,4,4,0.989035577239999
Kpna2-ps,0.007180647999999845,0.9424675112509605,4,4,0.989035577239999
Gm6905,0.008726685999999928,0.9425270329398343,4,4,0.9890639601424938
4930487D11Rik,0.00654447024999999,0.942567453389519,4,4,0.9890722974238971
Aoc3,0.009138121500000013,0.9426091938222676,4,4,0.9890820191921096
Trit1,0.007612830625000011,0.9427626498327107,4,4,0.9891820955119035
Amz2,0.008063091250000043,0.9427906475568033,4,4,0.9891820955119035
Gbx1,0.009777487500000015,0.9428878596314201,4,4,0.9891820955119035
Dennd10,-0.009300645250000003,0.9429102855092697,4,4,0.9891820955119035
Mpzl2,0.023954607749999912,0.9429449981845708,4,4,0.9891820955119035
Rps27,0.004360950749999995,0.9429644004136162,4,4,0.9891820955119035
Dapk2,0.004360950749999995,0.9429644004136162,4,4,0.9891820955119035
Gm17241,0.004360950749999995,0.9429644004136162,4,4,0.9891820955119035
Gm3544,0.0033448716250000232,0.9430606898407015,4,4,0.9892285588468411
Slc3a1,-0.007126523750000002,0.9430905421971012,4,4,0.9892285588468411
Sprr2a3,-0.006530526999999953,0.9431215833166282,4,4,0.9892285588468411
Unc80,-0.02028628637500063,0.9431454980524703,4,4,0.9892285588468411
Adpgk,-0.006153691999999988,0.9431947135567527,4,4,0.9892285588468411
Frmd5,0.013120393874999525,0.9432035763184075,4,4,0.9892285588468411
Map2k2,-0.0029974167499999815,0.9433236909970398,4,4,0.9893014903154815
Gm10493,0.014247891249999922,0.9434090591060211,4,4,0.9893014903154815
Ighv5-16,0.005189303000000001,0.9434236817133708,4,4,0.9893014903154815
Oas1b,0.007519011875000037,0.9434431491453432,4,4,0.9893014903154815
Ndufb8,-0.008173123250000025,0.9434498421024972,4,4,0.9893014903154815
Farp2,0.006770000749999894,0.9434733816559572,4,4,0.9893014903154815
Gm6653,0.007754442750000035,0.9435084320101355,4,4,0.9893014903154815
Atxn7l2,-0.0065174121250000105,0.9435329783685904,4,4,0.9893014903154815
Gm4912,0.005753557999999978,0.9436254531599773,4,4,0.9893643900247957
Kcnd3os,-0.020769180750000005,0.9437093346655683,4,4,0.9894182758984663
Zng1,-0.005977607499999982,0.9437689414556281,4,4,0.9894389383030946
Vmn1r80,0.006741846750000002,0.9437940174889415,4,4,0.9894389383030946
Gm5386,0.003860412249999997,0.9438917863566236,4,4,0.989496963233921
Slco6d1,-0.012465224249999983,0.9439143443930624,4,4,0.989496963233921
Gm10074,-0.00969931575000027,0.9439494689132957,4,4,0.9894997255188042
Pcsk6,-0.013282487250000002,0.9440150555747442,4,4,0.9895048092686197
Vmn1r190-ps,0.005537662249999992,0.9440749732275913,4,4,0.9895048092686197
Zfp960,-0.011126155500000179,0.9440945980964882,4,4,0.9895048092686197
Zfp97,-0.011126155500000179,0.9440945980964882,4,4,0.9895048092686197
Rnf180,-0.006231304250000014,0.9441465774540011,4,4,0.9895048092686197
Rsph6a,0.007645692750000002,0.94414925654538,4,4,0.9895048092686197
Nudcd3,-0.003895800750000067,0.9442273664470724,4,4,0.989521951346008
Usp44,-0.00715202199999998,0.9442693868597156,4,4,0.989521951346008
Nadk2,0.006875752000000013,0.9442714520823279,4,4,0.989521951346008
A630023P12Rik,-0.007181661125000016,0.9442955737431171,4,4,0.989521951346008
Fat1,0.011003211749999853,0.9444080227485608,4,4,0.9896057368253971
Hnrnpc,-0.004523815999999903,0.9444482924331439,4,4,0.9896138854449815
Fgf23,0.003503489499999901,0.9445080883191831,4,4,0.9896424927873203
9130004C02Rik,0.005384943000000031,0.9446631234987999,4,4,0.9896623150321496
Sf3b4,0.0056433468750003435,0.9446652462590329,4,4,0.9896623150321496
Gm22027,0.0056433468750003435,0.9446652462590329,4,4,0.9896623150321496
