gene,log2FC_BaP_vs_Control,welch_p,n_bap,n_control,BH_p
Zbtb41,0.08750867375000004,0.02498687797696318,4,4,0.7528547293740381
4931431C16Rik,-0.24481445699999999,0.024990106813864012,4,4,0.7528547293740381
Gm32059,-0.3131345980000001,0.02499133607161651,4,4,0.7528547293740381
2010004M13Rik,-0.3131345980000001,0.02499133607161651,4,4,0.7528547293740381
Zfp7,-0.09838319250000005,0.025062158650654733,4,4,0.7530269714782597
Fam53c,-0.10176178950000003,0.02509341223601766,4,4,0.7530269714782597
Bcl10,0.275168729,0.025123411648847436,4,4,0.7530269714782597
Tie1,0.23586215550000023,0.025142121825204554,4,4,0.7530269714782597
Gm33337,0.08936327425,0.025155635079061774,4,4,0.7530269714782597
Gm47425,0.08936327425,0.025155635079061774,4,4,0.7530269714782597
Gm5885,0.203790986,0.025181552911602085,4,4,0.7530269714782597
Gm73188,-0.3330869227500002,0.02523636135424017,4,4,0.7530269714782597
Ism1,0.36610010950000005,0.025304675406463913,4,4,0.7530269714782597
Gm8349,0.13980601400000003,0.025347746637787345,4,4,0.7530269714782597
Gm6177,0.22257725925000005,0.025413837933044574,4,4,0.7530269714782597
Man1a,0.26851919575000005,0.025437542963117583,4,4,0.7530269714782597
Fbxo40,0.13329152825,0.02551434791945051,4,4,0.7530269714782597
Zfp52,-0.27185818275000007,0.025514979468665915,4,4,0.7530269714782597
Or4x11,-0.102111098375,0.02551657578595147,4,4,0.7530269714782597
Eif1ad13,0.15404856774999998,0.025538287570535178,4,4,0.7530269714782597
Cd33,0.17103109875,0.025546701374734748,4,4,0.7530269714782597
Or8s5,-0.19732302025,0.025605148541829163,4,4,0.7530269714782597
Kif17,0.1238622155000001,0.025627294700568327,4,4,0.7530269714782597
Urb1,0.23743090125,0.025638039233036855,4,4,0.7530269714782597
Gm9694,-0.24497582475000002,0.02566181642326825,4,4,0.7530269714782597
Gpc4,0.40754414074999995,0.025662890609920594,4,4,0.7530269714782597
Ankk1,0.2674763765,0.025671149069157392,4,4,0.7530269714782597
Zbtb40,-0.5069096812499999,0.02570243073621619,4,4,0.7530269714782597
1810059H22Rik,0.10403565375000001,0.02570701635555803,4,4,0.7530269714782597
Gfod2,-0.17643364424999985,0.025709982773583582,4,4,0.7530269714782597
Gm71821,-0.26483172125,0.025725883901611873,4,4,0.7530269714782597
Cnpy3,0.22218533674999996,0.0257681371394883,4,4,0.7530269714782597
Pde6d,0.11133839099999993,0.02580037867491666,4,4,0.7530269714782597
Ppp4r3c2,-0.30091698224999996,0.025833153299667358,4,4,0.7530269714782597
Ppp1r14b,-0.1631147422499999,0.02584798437316639,4,4,0.7530269714782597
Gm7332,-0.1631147422499999,0.02584798437316639,4,4,0.7530269714782597
Erf,0.18203045900000003,0.025909546416744568,4,4,0.7530269714782597
4930547M16Rik,0.07199861787499999,0.02590955971117539,4,4,0.7530269714782597
Slc25a36,0.2167054075,0.02591506417530999,4,4,0.7530269714782597
Fbrs,0.15205911837500002,0.025922404003129375,4,4,0.7530269714782597
Myo1g,-0.2701394145,0.025940609936022214,4,4,0.7530269714782597
Dnah7b,0.292546731375,0.02594834814878676,4,4,0.7530269714782597
Arsj,0.2284437009999999,0.0259945669292535,4,4,0.7530269714782597
Atg101,0.18326946849999998,0.02603541940993704,4,4,0.7530269714782597
Hspb3,0.3051175734999999,0.026052651296239397,4,4,0.7530269714782597
Ceacam19,-0.128915306,0.026099045964256072,4,4,0.7530269714782597
Pla2g12b,-0.2312566885,0.02609925911301926,4,4,0.7530269714782597
Fchsd1,-0.25752918574999994,0.02609951731418953,4,4,0.7530269714782597
Rpe,0.13818326600000003,0.02613959366062293,4,4,0.7530269714782597
Hmga2-ps1,-0.26836095974999963,0.026159631902712078,4,4,0.7530269714782597
Or5p64,0.21555431425,0.02617541342500508,4,4,0.7530269714782597
Gm49708,0.12391242562500016,0.026197757215000585,4,4,0.7530269714782597
Gm62761,-0.17041480625,0.026288146474130768,4,4,0.7530269714782597
Cox7a2,-0.18117626200000003,0.026289633498397448,4,4,0.7530269714782597
Dnmt1,-0.11208418850000013,0.02632403761781543,4,4,0.7530269714782597
Kctd4,0.26664185574999966,0.026326638971614046,4,4,0.7530269714782597
Gm5930,-0.20541907087499967,0.026339224110385733,4,4,0.7530269714782597
Dcdc5,0.225095133625,0.026364256051287817,4,4,0.7530269714782597
Cfap95,0.15260659299999996,0.026442496503972266,4,4,0.7530269714782597
Bckdha,0.15608059950000003,0.026467952422864482,4,4,0.7530269714782597
Or51ab3,-0.15606815125,0.02652030472728614,4,4,0.7530269714782597
Gm63830,0.20603262824999996,0.026528937919376504,4,4,0.7530269714782597
Lemd3,0.22251676949999993,0.026541743631882102,4,4,0.7530269714782597
Aoc1,0.23421454025,0.026688498892584962,4,4,0.7530269714782597
Gm14140,-0.30987910925000006,0.026724438744560406,4,4,0.7530269714782597
Tomm5,-0.1226618127500001,0.026727191309825073,4,4,0.7530269714782597
Oog4,-0.157267504,0.026745028325639825,4,4,0.7530269714782597
Fbxo34,0.2852504282499999,0.026759911892664964,4,4,0.7530269714782597
Cox5b-ps,-0.0594267678749999,0.026760131385550175,4,4,0.7530269714782597
Gm13275,-0.22952289625,0.026778276862373683,4,4,0.7530269714782597
Gm13283,-0.22952289625,0.026778276862373683,4,4,0.7530269714782597
Ccdc24,-0.34688879375,0.026962285624886655,4,4,0.7530269714782597
Gm17114,-0.34688879375,0.026962285624886655,4,4,0.7530269714782597
Gm7083,-0.10136378099999988,0.026972886582447942,4,4,0.7530269714782597
Mmp9,-0.13438882974999977,0.026980725643303175,4,4,0.7530269714782597
Pir,0.32478724450000007,0.02702700417143703,4,4,0.7530269714782597
Neu1,0.10114688849999998,0.027055827515623434,4,4,0.7530269714782597
Pm20d1,0.20570195212499998,0.02707604273388223,4,4,0.7530269714782597
Zfp106,0.20545719949999997,0.027091679619469445,4,4,0.7530269714782597
Acad8,0.4158123530000001,0.027118712839674514,4,4,0.7530269714782597
Gm18517,-0.2610219577499999,0.02712699704198496,4,4,0.7530269714782597
Gm59374,-0.2610219577499999,0.02712699704198496,4,4,0.7530269714782597
Gm8174,0.2177360235,0.027158944907435364,4,4,0.7530269714782597
Amot,-0.27387127499999997,0.027185008962951097,4,4,0.7530269714782597
Gm11263,0.12320256262499996,0.02720791209707478,4,4,0.7530269714782597
Cyp4a31,-0.14188001,0.02722599004497102,4,4,0.7530269714782597
Mafk,0.22079319949999998,0.027278193771531973,4,4,0.7530269714782597
Ppp4r1,-0.2796514667500001,0.027279239094813532,4,4,0.7530269714782597
A330094K24Rik,0.100391664875,0.027310329144039112,4,4,0.7530269714782597
Or5k3,-0.16467720325,0.027332164154869082,4,4,0.7530269714782597
