"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.00377823258841e-143,1.67780628901992,0.377,0.153,3.366471436455e-139,"1","SLITRK5"
3.80523367444031e-143,1.2617246773568,0.452,0.2,1.27619926973379e-138,"1","LINC00937"
4.77280490602562e-143,1.13456919706776,0.504,0.237,1.60070330938287e-138,"1","SLC39A10"
9.94811145567258e-143,1.01253887931521,0.617,0.34,3.33639762000347e-138,"1","RCAN2"
2.11367879348274e-142,0.737184951165354,0.865,0.573,7.08885593758243e-138,"1","MICAL3"
2.71741179122735e-142,0.727393085571303,0.758,0.445,9.1136556654183e-138,"1","ZDHHC14"
4.31494425011234e-142,2.09515337260196,0.266,0.082,1.44714600260268e-137,"1","LINC02296"
5.44401044506063e-142,1.27793594237018,0.452,0.198,1.82581222306443e-137,"1","GABRA4"
6.80392958330733e-142,1.2856762258586,0.45,0.2,2.28190190364961e-137,"1","PPFIA4"
9.70452818343527e-142,0.870167123674539,0.609,0.305,3.25470466216052e-137,"1","DAPK1"
1.61736041573773e-141,1.21751970572917,0.429,0.184,5.42430336230119e-137,"1","KCNAB2"
1.81732275303735e-141,0.876389808133637,0.663,0.337,6.09493704913665e-137,"1","NMNAT2"
2.17954782390945e-141,1.02349254545522,0.692,0.39,7.30976749182752e-137,"1","LRRFIP1"
2.27002773382967e-141,1.93340930949898,0.255,0.077,7.61321901371795e-137,"1","PART1"
2.39514111668918e-141,0.873180529793958,0.659,0.381,8.03282427715217e-137,"1","NLK"
2.87092013140814e-140,1.36588503027754,0.53,0.259,9.62849193671661e-136,"1","AKAP12"
2.91567961003151e-140,0.717012642131356,0.859,0.561,9.77860627612369e-136,"1","SYNE1"
3.69866323944318e-140,1.99153319154816,0.273,0.087,1.24045767724445e-135,"1","GFRA2"
1.50686551120005e-138,1.5222785580925,0.358,0.138,5.05372555146274e-134,"1","MEIS3"
2.77372620370123e-138,1.21226410052072,0.454,0.205,9.30252294197317e-134,"1","PKIG"
3.24731258039717e-138,1.25528160805539,0.498,0.227,1.0890836932136e-133,"1","CCDC3"
7.89481766324034e-138,1.25496802943526,0.357,0.136,2.64776394789755e-133,"1","EML1"
1.37859012825773e-137,0.948769563269855,0.605,0.309,4.62351557215078e-133,"1","BRINP1"
1.96243933564956e-137,0.927810005280432,0.466,0.205,6.5816290439015e-133,"1","FBXO32"
5.83588020520363e-137,1.10424192537863,0.559,0.299,1.95723750322119e-132,"1","USP25"
2.01061625309965e-136,0.609072719646699,0.859,0.469,6.74320478964562e-132,"1","CCSER1"
2.01880592559124e-135,1.0280799754267,0.524,0.258,6.77067131324789e-131,"1","TBC1D1"
2.56752519433462e-135,0.775156763682764,0.483,0.213,8.61096599675945e-131,"1","PDE7B"
3.01606989570669e-135,1.52025246384378,0.352,0.138,1.01152952162211e-130,"1","CYP46A1"
4.02460852954103e-135,1.5667460966453,0.26,0.081,1.34977320863747e-130,"1","PDIA5"
7.60387228366938e-135,1.00736438349224,0.671,0.387,2.55018668649704e-130,"1","VGLL4"
1.83916703073279e-134,1.20289392102796,0.428,0.187,6.16819838767162e-130,"1","POLN"
2.37664042673358e-134,1.17569870324952,0.503,0.242,7.97077666317907e-130,"1","SYP"
1.90497578951741e-133,0.547715025804872,0.761,0.463,6.38890780288349e-129,"1","EPB41L2"
2.79531631647586e-133,1.28418413794147,0.463,0.213,9.37493186219674e-129,"1","KIAA1324"
1.06008831077015e-132,0.868466610212957,0.659,0.362,3.55532417666091e-128,"1","ZFYVE28"
1.32040999854585e-132,1.07293657750152,0.607,0.328,4.42839105312308e-128,"1","MROH1"
1.64786872052812e-132,1.09495107653186,0.482,0.231,5.52662211490721e-128,"1","CAMK2N1"
3.99827510115442e-132,0.572831202869002,0.774,0.461,1.34094150342517e-127,"1","ABR"
1.15307798341914e-131,0.900361509831693,0.388,0.152,3.86719294079109e-127,"1","RFX2"
2.11880505556032e-131,1.2897357076882,0.406,0.173,7.10604839533821e-127,"1","MMP17"
5.01005552557202e-131,1.75975920160257,0.287,0.099,1.68027242216634e-126,"1","STEAP2"
5.33246051283043e-131,1.03209900026025,0.51,0.243,1.78840060679307e-126,"1","KCNH1"
5.34518506249858e-131,1.05523747775486,0.56,0.295,1.79266816626077e-126,"1","NPTN"
4.08464243374567e-130,0.88737879846513,0.423,0.178,1.36990737942962e-125,"1","AQP4-AS1"
5.21367901378308e-130,1.1876467107855,0.691,0.424,1.74856366764257e-125,"1","VPS53"
6.91442850364763e-130,0.842825415982191,0.666,0.363,2.31896103155334e-125,"1","ATP2B2"
1.02013547762325e-129,1.10414088729298,0.421,0.175,3.42133036485284e-125,"1","BCL11A"
1.03241794171622e-129,0.906346407738616,0.609,0.336,3.46252329292785e-125,"1","CCPG1"
1.12672917201122e-129,1.26967710580797,0.371,0.147,3.77882429709124e-125,"1","ZBTB46"
2.74730062706113e-129,1.25998228139815,0.416,0.183,9.21389684303761e-125,"1","MEG3"
4.31174445410819e-129,1.23864254583885,0.352,0.137,1.4460728550188e-124,"1","KCNN2"
4.40200888141189e-129,1.29999453830986,0.46,0.218,1.47634573864792e-124,"1","AC124319.2"
1.23983743021518e-128,0.727644454151178,0.589,0.271,4.15816677345566e-124,"1","ZMAT4"
4.73179748197021e-128,1.4904198907995,0.36,0.145,1.58695023950317e-123,"1","GLIS1"
5.49538893177896e-128,0.731117505808178,0.711,0.392,1.84304353994003e-123,"1","DNM1"
1.18268553802692e-126,0.514390120422625,0.983,0.846,3.96649075743468e-122,"1","DLG2"
3.49811211594634e-126,0.943266708068906,0.556,0.29,1.17319684144608e-121,"1","GFOD1"
7.4449883684769e-126,1.26712974663394,0.377,0.156,2.49690019901978e-121,"1","CFAP46"
7.9454648170101e-126,1.36708300086027,0.381,0.162,2.66474999032885e-121,"1","SH3BGRL2"
4.16281695177215e-125,1.0893679123624,0.553,0.288,1.39612554928534e-120,"1","PAK1"
5.57850567063999e-125,0.931925803395416,0.572,0.29,1.87091923181924e-120,"1","RGS12"
6.41781617958588e-125,1.19131498059836,0.446,0.207,2.15240719030951e-120,"1","JAKMIP1"
9.54024740734178e-125,1.49837507781564,0.323,0.124,3.19960817547429e-120,"1","STAT4"
2.64367196959138e-124,1.51297855736685,0.317,0.119,8.86634705161558e-120,"1","RRP12"
7.54361077941094e-124,0.63816491957443,0.594,0.304,2.52997618319884e-119,"1","MAP3K5"
4.37685449074034e-123,0.71324024677434,0.579,0.278,1.4679094591045e-118,"1","PDE1A"
5.09051759064266e-123,1.29525477025742,0.397,0.173,1.70725778954973e-118,"1","IQSEC2"
8.11643877080729e-123,0.874319168676854,0.623,0.344,2.72209123495335e-118,"1","PPP1R13B"
1.70420108553875e-122,0.879511888598005,0.628,0.347,5.71554960067987e-118,"1","ADCY9"
2.47912129687918e-122,0.636955624890116,0.257,0.08,8.31447700547341e-118,"1","FAM196B"
2.57719127354637e-122,1.49135672564545,0.304,0.114,8.64338409321981e-118,"1","SLC37A1"
3.30094585450108e-122,1.24622323640615,0.672,0.415,1.10707122068257e-117,"1","JARID2"
4.95967413582843e-122,0.935107815699619,0.673,0.4,1.66337551167414e-117,"1","RAB11FIP3"
5.257986594771e-122,0.729337284783807,0.481,0.217,1.7634235441543e-117,"1","PTCHD1-AS"
1.67497659752415e-121,0.915924797461693,0.671,0.399,5.61753651277648e-117,"1","DNMT3A"
2.28283614529274e-121,1.29032032803666,0.442,0.21,7.65617586408278e-117,"1","CLSTN3"
2.4315145240256e-121,1.68898415490511,0.367,0.156,8.15481341067705e-117,"1","ANKRD6"
5.21580606794168e-121,0.852283871543427,0.503,0.25,1.74927703906628e-116,"1","MAN1C1"
6.9145353048958e-121,0.946052106962548,0.562,0.298,2.31899685055595e-116,"1","KIAA0825"
6.96652831991171e-121,1.15494968876299,0.432,0.197,2.33643426793199e-116,"1","ADCY1"
1.49857721469127e-120,0.648011674493732,0.787,0.458,5.02592826263159e-116,"1","CSMD3"
2.34191566434386e-120,1.13985449226001,0.399,0.175,7.85431675507644e-116,"1","LRRK2"
3.05970346945374e-120,1.30817193593026,0.436,0.205,1.0261633495854e-115,"1","KIAA1549"
5.61673525729997e-120,0.812320805766945,0.735,0.464,1.88374067059326e-115,"1","ARHGEF7"
1.43001145606549e-119,0.557067970523426,0.696,0.365,4.79597242135244e-115,"1","KHDRBS3"
1.61054384997051e-119,1.54042836607709,0.256,0.085,5.40144196403109e-115,"1","PRKCG"
9.30794032521351e-119,0.55913459688433,0.942,0.602,3.12169702627011e-114,"1","FAM155A"
4.93020567124262e-118,0.786002455289593,0.821,0.502,1.65349237802135e-113,"1","PRKCE"
7.623121536304e-118,0.507826776395868,0.687,0.359,2.55664250084564e-113,"1","CNTN4"
1.46880685945841e-117,1.37371181511276,0.339,0.136,4.92608444525162e-113,"1","CPLX2"
5.30745591229392e-117,0.632833059190542,0.87,0.6,1.78001456386513e-112,"1","NAV3"
1.23139969918582e-116,1.22188172242267,0.462,0.224,4.12986831112941e-112,"1","LINC00599"
2.09843967777157e-116,0.880125477764236,0.601,0.33,7.03774699131029e-112,"1","LINC00632"
1.44088982734006e-115,1.05028597688309,0.423,0.192,4.83245630293311e-111,"1","CHST15"
2.01652983376792e-115,0.854854489146022,0.608,0.331,6.76303775649084e-111,"1","SCN8A"
2.61273252453181e-115,0.87157617883476,0.554,0.288,8.76258234077479e-111,"1","MIAT"
4.43049179389666e-115,0.922760825614205,0.255,0.084,1.48589833783706e-110,"1","MIS18BP1"
6.64688837556899e-115,1.38081871125074,0.311,0.121,2.22923342339833e-110,"1","TUB"
8.53132995537124e-115,0.684686656350642,0.819,0.584,2.86123744043241e-110,"1","TTC3"
1.26186859620319e-114,1.00163423225016,0.416,0.186,4.23205489794626e-110,"1","MIR4435-2HG"
1.38398662928294e-114,1.08276687079894,0.466,0.23,4.64161435728913e-110,"1","NCS1"
1.64826196359962e-114,1.21795868902731,0.36,0.151,5.5279409735204e-110,"1","HTR1E"
1.99060143078786e-114,0.635961400685266,0.802,0.511,6.67607907857631e-110,"1","NEGR1"
4.65819070554163e-114,1.24215731610749,0.358,0.151,1.56226399882455e-109,"1","PRB2"
5.24232068578011e-114,1.49527788679449,0.337,0.139,1.75816951159693e-109,"1","RPS6KA6"
8.57934660699426e-114,1.00404431318358,0.572,0.303,2.87734126505373e-109,"1","RAP1GAP2"
1.24945073127907e-113,0.624828190037277,0.627,0.344,4.19040786256373e-109,"1","CHL1"
1.58900085662292e-113,1.19357532647433,0.437,0.21,5.32919107294195e-109,"1","GRIK5"
2.67788692715531e-113,1.27803562255149,0.402,0.184,8.98109717629348e-109,"1","RGS7BP"
3.11305708794649e-113,1.04631250442184,0.383,0.169,1.04405708615549e-108,"1","IPO5"
3.28859668708766e-113,0.766538925008416,0.385,0.162,1.10292955691546e-108,"1","MAST3"
1.58190576747383e-112,0.760594430456134,0.594,0.301,5.30539556295373e-108,"1","SRRM4"
8.47005552911174e-112,1.36810667726557,0.263,0.092,2.84068722335349e-107,"1","SLC12A8"
9.6609202956231e-112,0.679201720098095,0.61,0.314,3.24007944874607e-107,"1","CHSY3"
1.41587750456375e-111,1.45051775157735,0.363,0.161,4.74856997480591e-107,"1","SHANK1"
2.23857023182658e-111,0.745438905212402,0.644,0.363,7.50771684349997e-107,"1","SCAI"
3.07618019728687e-111,1.23649680399216,0.347,0.145,1.03168931456607e-106,"1","CDYL2"
5.74323933976393e-111,1.4665532383468,0.269,0.096,1.92616760977003e-106,"1","MYO5C"
6.03616131437373e-111,0.788410147007309,0.61,0.335,2.02440778161466e-106,"1","UNC80"
1.99879177276146e-110,0.705519957046575,0.641,0.376,6.70354784748738e-106,"1","CALM1"
8.64132871983699e-110,1.50920868690713,0.303,0.119,2.89812882605893e-105,"1","SPTBN2"
1.03593374315291e-109,0.540633148701894,0.688,0.404,3.47431458778622e-105,"1","AK5"
1.24892224978518e-109,0.940205868306049,0.442,0.216,4.18863544132955e-105,"1","ACTR3B"
2.12343241298697e-108,1.28976510560817,0.303,0.119,7.12156762667571e-104,"1","BZW2"
4.08372888246802e-108,0.85014589630281,0.623,0.382,1.36960099260212e-103,"1","HYDIN"
4.87203727232674e-108,1.15281078426717,0.419,0.2,1.63398386039294e-103,"1","UPP2"
1.26407374311882e-107,0.827352795941161,0.614,0.354,4.2394505196719e-103,"1","SNAP91"
2.08133589874328e-107,1.37713362048254,0.267,0.096,6.98038433720521e-103,"1","OTOGL"
2.66303442582656e-107,0.825596745785299,0.558,0.301,8.93128485733712e-103,"1","ICA1L"
3.184605501222e-107,1.20709750342351,0.442,0.205,1.06805299299983e-102,"1","MAML3"
1.90711776126552e-106,1.19356701176556,0.445,0.223,6.39609154773232e-102,"1","RASGRF1"
1.99196874367511e-106,1.03000089677775,0.538,0.298,6.68066477253757e-102,"1","BTBD8"
2.65215242735252e-106,1.35940595584268,0.295,0.115,8.8947888108549e-102,"1","CREG2"
3.98012024488866e-106,0.582178042022208,0.784,0.466,1.33485272773076e-101,"1","RASAL2"
4.28815329711217e-106,0.85656800711354,0.539,0.291,1.43816085278548e-101,"1","SPATS2"
6.72871835010874e-106,0.716977418966451,0.676,0.41,2.25667756025947e-101,"1","PPP1R12A"
8.36018644316344e-106,0.637600575741575,0.714,0.391,2.80383932930815e-101,"1","RIMS1"
8.36486845226921e-106,0.657046046675289,0.754,0.469,2.80540958152205e-101,"1","CMIP"
1.04072230660466e-105,1.03948685404237,0.396,0.182,3.4903744718907e-101,"1","NUP93"
1.53502836162762e-105,0.73325342521224,0.777,0.483,5.14817811922671e-101,"1","MAP1B"
2.32612354644935e-104,1.1626013757021,0.361,0.162,7.80135315008184e-100,"1","ZNF273"
2.6832495601557e-104,0.640872650483369,0.685,0.391,8.99908237485019e-100,"1","CACNA1D"
2.86300219365523e-104,0.748832512564411,0.603,0.344,9.6019367570809e-100,"1","FRY"
3.41292214762417e-104,0.773830482376046,0.391,0.174,1.14462582987019e-99,"1","WWC1"
6.30233489516221e-103,1.16870953793475,0.272,0.102,2.1136770771395e-98,"1","FAM213A"
6.74116244973004e-103,0.764843832424942,0.578,0.327,2.26085106239046e-98,"1","ADGRL1"
7.87686866186593e-103,0.700158953301245,0.641,0.36,2.6417442118166e-98,"1","SCN2A"
1.22584809104383e-102,1.13838018920433,0.254,0.09,4.11124932774278e-98,"1","RASAL1"
1.24414687270927e-102,1.00555324386569,0.456,0.232,4.17261978169235e-98,"1","AP3B2"
1.42410369937176e-102,0.608977610072718,0.856,0.61,4.77615898695302e-98,"1","ANKRD11"
2.89884103065231e-102,0.942566366638966,0.366,0.158,9.72213304860172e-98,"1","SHROOM3"
4.2149613619439e-102,0.635742113228633,0.653,0.368,1.41361374156874e-97,"1","PPM1E"
4.4500424964473e-102,1.22042061352769,0.365,0.165,1.49245525245849e-97,"1","FBXO33"
6.6829618632813e-102,0.706304082851342,0.658,0.392,2.24133174970728e-97,"1","APBA2"
9.53724048881416e-102,1.18384119506868,0.406,0.196,3.19859971513849e-97,"1","KNDC1"
1.28408735298173e-101,0.681540505703681,0.451,0.215,4.30657216443013e-97,"1","IGSF21"
1.40922114308909e-101,0.681965607913134,0.602,0.317,4.72624586969221e-97,"1","GABRB2"
2.37250682636849e-101,1.11116189424655,0.422,0.207,7.95691339427463e-97,"1","KIAA0513"
3.37527300310034e-101,0.8843152906639,0.504,0.265,1.13199905977979e-96,"1","CAP2"
7.09627514621878e-101,0.845115038457569,0.555,0.311,2.37994875853885e-96,"1","VPS13A"
7.66612247476306e-101,0.650556647873628,0.492,0.248,2.57106415558603e-96,"1","DPP7"
9.93761130817709e-101,1.03046907737679,0.511,0.279,3.33287608053643e-96,"1","LRRC8B"
1.71038840976022e-100,1.04195884279157,0.307,0.123,5.73630064865382e-96,"1","CCK"
1.84381901538949e-100,0.913696582028574,0.503,0.267,6.18380021381328e-96,"1","ATCAY"
2.31148484146585e-100,0.75538947134329,0.547,0.296,7.75225786130816e-96,"1","SCN3A"
4.39498290585849e-100,0.811586066989556,0.576,0.33,1.47398936696682e-95,"1","MTA3"
4.76998466985312e-100,1.19754845693757,0.317,0.133,1.59975745857534e-95,"1","DMTN"
7.74714876101813e-100,0.865834817524971,0.412,0.193,2.59823875147026e-95,"1","DIRC3"
1.55160438989486e-99,1.17462349303149,0.514,0.28,5.20377080282939e-95,"1","NSUN6"
1.58707897541064e-99,0.603541607082581,0.64,0.38,5.32274546773221e-95,"1","TLN2"
1.71743087478092e-99,1.19785612285301,0.346,0.154,5.75991966784026e-95,"1","PTPN5"
1.99700253196716e-99,1.15476269110618,0.347,0.153,6.69754709171147e-95,"1","RAPGEFL1"
2.87586941496097e-99,1.14590609934295,0.5,0.273,9.64509084389611e-95,"1","EIF5B"
3.55039780000029e-99,0.711376099478907,0.669,0.409,1.1907324141641e-94,"1","ATP9A"
4.40008990516672e-99,0.775728342492925,0.483,0.243,1.47570215239481e-94,"1","DOK6"
5.06642485477948e-99,0.77343538243133,0.456,0.216,1.69917756779594e-94,"1","OLFM3"
8.54303531170095e-99,0.689616289395139,0.494,0.254,2.86516318283826e-94,"1","ZNF365"
1.34513759113049e-98,1.00833477446767,0.452,0.229,4.51132245313344e-94,"1","SEPT9"
1.76046012197144e-98,1.35406774407917,0.288,0.115,5.90423115706782e-94,"1","SCN3B"
2.75032654897652e-98,1.04963425423239,0.487,0.263,9.22404517995744e-94,"1","DGKZ"
1.08975897369354e-97,0.96876473345688,0.453,0.233,3.6548336459734e-93,"1","MTCL1"
1.23579493105097e-97,1.30944561467807,0.337,0.15,4.14460903975875e-93,"1","ERICH3"
1.52139461002402e-97,0.503664102833032,0.958,0.753,5.10245324309855e-93,"1","ADGRB3"
2.7706352492871e-97,1.03639032522621,0.39,0.186,9.29215649905908e-93,"1","MTMR12"
5.93285115939756e-97,0.853033975385546,0.474,0.246,1.98975962183875e-92,"1","FRRS1L"
6.24287902562155e-97,0.707800861024022,0.595,0.33,2.09373676761296e-92,"1","NR2F1-AS1"
8.50564802399988e-97,1.02393645210221,0.4,0.193,2.85262423428908e-92,"1","ADARB1"
1.98687510265983e-96,1.25175639681638,0.304,0.127,6.66358171930053e-92,"1","HOOK1"
2.94486284508864e-96,1.04673408422494,0.426,0.214,9.8764810098583e-92,"1","ATF7IP2"
3.03924890491189e-96,0.638896099621912,0.798,0.536,1.01930329772935e-91,"1","AHI1"
5.11785445925455e-96,1.06128773859543,0.359,0.162,1.71642602854479e-91,"1","VSTM2B"
5.26488087705939e-96,0.740448395910682,0.542,0.294,1.76573574854818e-91,"1","ARHGAP44"
7.25065859776363e-96,1.3608111104899,0.27,0.105,2.43172588051797e-91,"1","KCNH3"
1.35092308906861e-95,0.525698074942011,0.703,0.436,4.53072585611832e-91,"1","ARFGEF3"
1.97579845241753e-95,1.2393981186545,0.339,0.152,6.62643284971791e-91,"1","AC005670.2"
2.06776891660155e-95,0.716190518004224,0.602,0.353,6.93488339249829e-91,"1","PRDM2"
1.07073230259258e-94,0.922742122858824,0.449,0.233,3.59102199643498e-90,"1","DDX10"
2.0511979570985e-94,0.994591503945082,0.39,0.184,6.87930770851694e-90,"1","RCOR1"
6.26078014004553e-94,0.703096066663585,0.54,0.287,2.09974044336847e-89,"1","KCNJ3"
7.1531524167392e-94,0.580179385396529,0.756,0.468,2.39902425752599e-89,"1","SRGAP3"
9.42450621743289e-94,0.766897246538065,0.525,0.286,3.16079089520264e-89,"1","RNF150"
2.32974362838982e-93,0.914808553706988,0.46,0.243,7.81349418089379e-89,"1","INPP5A"
2.36707496493856e-93,1.11188833004451,0.326,0.14,7.93869601741094e-89,"1","TCERG1L"
4.70686465976621e-93,1.22915708623841,0.292,0.12,1.57858826959239e-88,"1","ARNTL2"
5.63531892984213e-93,0.728308703107307,0.616,0.361,1.88997326269045e-88,"1","CERS6"
5.7353403653922e-93,0.925650973474266,0.583,0.351,1.92351845174524e-88,"1","AP2A2"
1.31584486628408e-92,0.59299622748604,0.464,0.24,4.41308051254355e-88,"1","SMAP2"
2.5734783202475e-92,1.2186584576878,0.501,0.296,8.63093159044607e-88,"1","TMEM232"
3.63465129360247e-92,0.755178705787314,0.532,0.294,1.2189893508484e-87,"1","PGBD5"
5.64529158288868e-92,0.889636412391068,0.426,0.216,1.89331789106921e-87,"1","PRKCI"
2.41181380308559e-90,0.575304285812873,0.729,0.494,8.08874113278844e-86,"1","PI4KA"
3.68273343759813e-90,0.813002839336355,0.467,0.242,1.23511514030166e-85,"1","CACNG2"
5.27730183672076e-90,0.904704425753537,0.497,0.277,1.76990148999941e-85,"1","GALNT11"
1.03353333445879e-89,1.28996236149708,0.261,0.103,3.46626409710789e-85,"1","BEGAIN"
1.54571673889213e-89,0.707964035930103,0.486,0.263,5.18402479889644e-85,"1","GOLGA8A"
2.42027878780073e-89,0.829062288864046,0.46,0.241,8.11713099852607e-85,"1","CYTH3"
3.25198628025814e-89,0.715073979075437,0.642,0.399,1.09065115867297e-84,"1","FNDC3A"
4.64959415267669e-89,1.10212929432395,0.588,0.331,1.55938088692471e-84,"1","GPR158"
5.43674055718781e-89,0.785721976163965,0.612,0.367,1.82337404806965e-84,"1","OSBPL8"
8.21275934869388e-89,0.898579814898792,0.442,0.233,2.75439523036495e-84,"1","DPY19L2"
9.17532884461661e-89,0.951517311918193,0.355,0.167,3.07722178790752e-84,"1","CDC40"
1.50591208864383e-88,1.3141422635852,0.288,0.122,5.05052796289368e-84,"1","HLF"
2.63863501193649e-88,0.570705340080867,0.725,0.45,8.84945410303261e-84,"1","KIF5C"
3.4944226251984e-88,0.774688288893756,0.508,0.279,1.17195946003904e-83,"1","CATSPER2"
6.17287813486457e-88,0.933709914439679,0.523,0.303,2.07025986887088e-83,"1","CCDC57"
6.40104898640138e-88,1.23382056600488,0.317,0.141,2.14678380905929e-83,"1","CDON"
9.64074740014586e-88,0.91534631561849,0.83,0.545,3.23331386306092e-83,"1","NTRK2"
1.0579470672644e-87,0.821034212496684,0.385,0.185,3.54814287419134e-83,"1","MPPED2"
3.38207989946669e-87,1.21580356109216,0.337,0.157,1.13428195668314e-82,"1","HOMER2"
5.62435093383401e-87,0.780557298352138,0.488,0.268,1.88629481618925e-82,"1","LMTK2"
7.3905894888088e-87,0.865394690799624,0.496,0.276,2.47865590275669e-82,"1","EFR3B"
1.08327891949144e-86,0.658032643948861,0.574,0.327,3.6331008401904e-82,"1","CDKL5"
3.17852251924366e-86,0.707938536359242,0.5,0.273,1.06601288250394e-81,"1","ODF2L"
5.87384672636409e-86,0.53607634703853,0.817,0.58,1.96997071508799e-81,"1","DMD"
7.06719844836425e-86,0.908966062603225,0.366,0.175,2.3701970156124e-81,"1","OPTN"
7.13735334227298e-86,1.39082447707753,0.273,0.114,2.39372556393151e-81,"1","CA11"
7.22982399427251e-86,0.996652039753505,0.334,0.153,2.42473837119911e-81,"1","TSPYL1"
2.39454947259166e-85,1.22428401173909,0.266,0.108,8.03084002117792e-81,"1","NT5DC3"
4.48362197526485e-85,0.71121883903069,0.522,0.297,1.50371713806433e-80,"1","CRTC1"
1.04548991073756e-84,1.04458404729059,0.38,0.189,3.50636406263161e-80,"1","MIR124-2HG"
1.38783079399904e-84,0.771806651213407,0.408,0.204,4.65450691691397e-80,"1","LMO4"
1.99069521880217e-84,1.01986324209961,0.358,0.173,6.67639362481872e-80,"1","TMEM38A"
2.49472586564471e-84,0.679912631712717,0.571,0.343,8.36681160819923e-80,"1","INPP4A"
4.75511732293004e-84,0.673447434484999,0.642,0.391,1.59477124776428e-79,"1","TSC22D1"
7.8449645224408e-83,1.12091886576393,0.351,0.171,2.63104420153619e-78,"1","BMS1P14"
1.51601687247566e-82,0.92133465289897,0.411,0.211,5.08441738690888e-78,"1","TMEM178A"
2.16890445235387e-82,0.7779846369865,0.487,0.281,7.27407175230441e-78,"1","CTDSPL"
2.2972239597536e-82,1.08050840410546,0.446,0.243,7.70442971622162e-78,"1","ADAM17"
3.1043692231683e-82,0.780499214113095,0.491,0.281,1.04114335006619e-77,"1","DZIP3"
4.55694229769849e-82,0.962292932238764,0.422,0.224,1.52830730780212e-77,"1","VCL"
5.87767509044192e-82,0.631937108194524,0.655,0.44,1.97125467183241e-77,"1","RFX3"
7.52624517585185e-82,0.661869086313656,0.59,0.363,2.52415210707719e-77,"1","MAPK1"
3.39954375894566e-81,0.811903166647861,0.437,0.231,1.1401389858752e-76,"1","ASXL3"
4.77384050665775e-81,0.639205019056449,0.599,0.345,1.60105062912287e-76,"1","PRICKLE2"
9.23506489935411e-81,1.10643133907156,0.315,0.146,3.09725606594538e-76,"1","STX2"
9.6466641831286e-81,0.807581085840381,0.359,0.176,3.23529823373767e-76,"1","DIAPH1"
1.08372569946546e-80,0.726789844752348,0.325,0.147,3.63459925086727e-76,"1","TYRO3"
1.30228964775781e-80,1.13705833583812,0.271,0.114,4.36761902065014e-76,"1","OPRD1"
1.71462982316311e-80,1.10430525357774,0.345,0.167,5.75052550092444e-76,"1","AC006504.5"
3.36716443518283e-80,1.02540469239328,0.302,0.135,1.12927960827162e-75,"1","SNCB"
4.24924127579184e-80,0.594211697721324,0.668,0.428,1.42511053907507e-75,"1","ARHGEF12"
4.68034159691657e-80,0.663648902437503,0.586,0.353,1.56969296477388e-75,"1","SPATS2L"
8.62921494788518e-80,0.598730888126431,0.591,0.351,2.89406610922173e-75,"1","STRBP"
1.16008317990862e-79,0.827936532784647,0.437,0.234,3.89068696877754e-75,"1","ADD2"
4.24332941617671e-79,1.08384157621626,0.302,0.138,1.42312781959735e-74,"1","ZNF667"
1.39250639024066e-78,1.18219802861614,0.309,0.145,4.67018793158913e-74,"1","RNF165"
2.19513304285734e-78,0.56911053469365,0.722,0.475,7.36203719913496e-74,"1","CPEB4"
3.10839687117091e-78,0.878673579826431,0.402,0.211,1.0424941426533e-73,"1","AL669831.5"
3.41919550471973e-78,0.556380557247405,0.7,0.43,1.1467297883729e-73,"1","UNC79"
3.43386827032062e-78,1.27615268389805,0.286,0.128,1.15165074050013e-73,"1","SERTAD2"
7.60806355085113e-78,1.07796497970555,0.36,0.181,2.55159235368445e-73,"1","JPH3"
1.83489598272673e-77,1.40644221734857,0.364,0.189,6.15387414686892e-73,"1","MAMLD1"
2.85770616264442e-77,0.710639486584901,0.43,0.23,9.58417492827686e-73,"1","EML5"
2.89667880521003e-77,0.874064194003763,0.354,0.174,9.7148813769134e-73,"1","PLCB4"
3.28147360307843e-77,1.18371453903274,0.273,0.12,1.10054061700044e-72,"1","LZTS3"
3.31934166822693e-77,0.5766531797266,0.598,0.373,1.11324080868995e-72,"1","ABI2"
3.67531701861866e-77,0.520045916138793,0.678,0.412,1.23262782170433e-72,"1","RTN1"
4.67990652195315e-76,1.31909614436313,0.408,0.229,1.56954704933265e-71,"1","CEP126"
7.47960930956712e-76,1.09880945733647,0.481,0.267,2.50851137024262e-71,"1","KIF26B"
7.64833119391088e-76,0.900316626596655,0.383,0.196,2.56509731581383e-71,"1","TYW1B"
7.70677338634682e-76,0.523763208146356,0.736,0.497,2.584697658313e-71,"1","CELF1"
7.81601381322642e-76,0.609615328973271,0.573,0.349,2.62133471267987e-71,"1","CLSTN1"
8.15682754391676e-76,0.588902280214546,0.442,0.233,2.7356368216788e-71,"1","FAM13A"
1.78031396579473e-75,0.866904097394043,0.367,0.186,5.97081697848236e-71,"1","CCSAP"
2.56850850652274e-75,1.04224497554422,0.346,0.173,8.61426382917597e-71,"1","MIR9-3HG"
2.67023187371205e-75,0.812843434488713,0.45,0.251,8.95542365805548e-71,"1","HECTD2"
2.72542416579834e-75,0.906763262030573,0.321,0.152,9.14052756725449e-71,"1","VPS37B"
3.34822459314303e-75,0.63388600525785,0.53,0.302,1.12292756404831e-70,"1","SYT16"
3.73660966354492e-75,1.32857585195135,0.275,0.124,1.2531841489597e-70,"1","NAF1"
