,GSM1412394,GSM1412395,GSM1412396,GSM1412397,GSM1412398,GSM1412399,GSM1412400,GSM1412401,GSM1412402,GSM1412403,GSM1412404,GSM1412405,GSM1412406,GSM1412407,GSM1412408,GSM1412409,GSM1412410,GSM1412411,GSM1412412,GSM1412413,GSM1412415,GSM1412417,GSM1412420,GSM1412422,GSM1015323,GSM1015324,GSM1015325,GSM1015326,GSM1015331,GSM1015332,GSM1015333,GSM1015334,GSM1015335
Aarsd1,7.87745605316956,7.7685605246945,7.56639425371571,7.59204830774108,7.6110583583054,7.75183189229638,7.84003590460823,7.74655365881554,7.91652445441993,7.93484733938674,7.64505991680132,7.89392157502292,7.70855694456384,7.65517640361231,7.63046690257085,7.39800277573417,7.73520442067585,7.92503583066596,8.13561495471466,7.8520995926539,7.77181919751712,7.67404655027359,7.95354366853575,8.00471484652703,7.92089080781477,7.73112514882022,7.77589799717971,7.84055999653014,7.68904848322816,7.81170037741139,7.87110645440231,7.80349634546173,7.64100930798215
Aatf,5.98527326128461,5.47623967064258,6.31541010342635,5.95340274793724,5.68939147018057,6.02084142674708,5.30878847317737,5.9412055817252,6.02437452408292,5.92362648554498,5.14641484573143,5.88732104550996,6.05253102712647,6.05874715329481,5.86186040686101,6.32913949903921,6.49322438764005,6.2434510232424,6.82161542434371,6.29097677050804,6.69507609067942,6.36531503989709,6.49142237289017,6.2890069195858,6.36249697371257,6.05282408529521,5.64068140411404,5.71422139193225,6.35291886645577,6.10859026138699,6.11375561112426,6.39119059071948,5.92097728544942
Aatk,8.66987855401374,8.60075700979439,8.36826760662783,8.33320528859398,8.33315974074666,8.58019941142578,8.23384956724825,8.47912770042953,8.55425223402758,8.82568391664986,8.69232046059124,8.76245874470951,8.4816572816475,8.56881919851238,7.8709817430426,8.80603554179979,8.02157427784403,7.10106057020891,7.95337901463494,8.2124171473454,8.43908777392382,8.80956659708605,8.22772273806116,8.41748840512836,8.46995581666753,8.49243593611087,8.56051123884366,8.09052524358636,7.77800217451832,8.23923223281679,8.32859488092164,8.61742604814463,8.54450237892683
Abat,9.23318975100829,9.4950288667436,9.42324906077023,9.34012950075757,9.41218671535566,9.41889706985789,9.20232585557175,9.51817034884626,9.53099470510373,9.35231172512966,9.4196107411673,9.32681561398802,9.44391863880647,9.46832777954603,8.34138775912818,9.12053334290181,8.84161207699539,9.8165937813975,9.4995197051133,9.39415776331649,9.19757681513641,9.30774516969598,8.85781196426224,9.05244011982868,9.08332020912119,9.15591770314202,9.13586735150208,9.26962079873853,9.90177271221659,9.91052629161703,9.21060195871327,9.22705965665761,9.44142050886023
Abca2,7.30572797125751,7.2672888181384,6.93977926393344,6.77537598127794,6.7488987234825,7.02556822877368,6.78893548159553,6.91054925129329,6.72928832628719,6.91980055964873,7.2103746727694,6.94309929526628,7.35562936065928,6.67895562643568,6.02346452931675,6.42995666862089,5.35954320804708,5.1021188242568,4.82227517271583,5.42158877163258,5.73847211262637,6.09561174818573,5.27187474508073,6.2430285378959,6.49955043699867,6.34458581546126,6.43379030750206,6.19095119910884,6.18396992020725,5.88459016910305,6.42216468255593,6.5042419150246,6.94063418024737
Abca3,7.88938712976881,7.67752253838952,7.85465202304768,7.90209638981585,7.80142313511331,7.75868326930156,7.72011175758507,7.92494085665775,7.76365287198124,7.59663587231811,7.88209020445158,7.89857861558723,7.89036133350908,7.8477331699014,7.22126968759203,7.88205078222336,7.05656070917988,6.63682168656753,7.19402699888079,7.1567484801979,7.56136288797009,7.74590834442894,7.4532125317243,7.49560861855221,7.82865225798262,7.56283778385775,7.40866852465243,7.42307085967238,7.46020270143981,7.31587525704475,7.3820284239641,7.86261411682064,7.80756078390389
Abca7,5.28290208285404,5.3751318412247,5.56366751835387,5.0131087738352,5.42412058049177,5.69873821749057,5.7643104593259,5.40659036613166,5.48963509980703,5.40371552688404,5.32563550163341,5.91570838075617,5.8651996716993,5.75401225744812,4.68745382484221,5.69785663666862,5.13274008433462,4.51719728754409,4.83447543196524,3.90444610187277,5.60156813173939,5.37491785720051,4.95138346820805,5.40090438648489,5.41446626243594,5.44870109546333,5.25085091203792,4.67236807789165,5.41331787986994,4.97433164655603,5.1504359953905,4.98148133785412,5.68246616440584
Abcb10,6.77116404520841,6.70294594378637,6.6579088174833,6.94992514543569,6.48444505173333,6.57015076921009,6.8686684453428,6.87040213078557,6.77338886045212,6.79125247659725,6.71110648025835,6.6322650590518,6.52574014306877,6.49074913784014,7.37418812560545,7.20260397320137,6.97284929457193,6.96384610703662,7.01490644312051,6.76694562073911,7.08336027619849,7.28138048587035,7.10530554494227,7.23113889165178,6.80878385475778,7.10674081479374,6.68739963966795,6.65314548794051,6.90844991702214,6.65958149145369,6.68893690630973,6.89441744570056,7.24063548438691
Abcb4,5.97206334179823,5.62842137779092,5.36560410664381,5.48585946649312,5.84606382745261,5.58546879835274,5.7690867740516,5.82253939019789,5.5176629415798,5.80884992598707,5.59813821476197,5.66446739307248,5.97594196571263,5.5403332370487,5.58411981385747,5.53751772043803,5.41777818389318,6.15608771580439,5.62566142866543,5.70548029743424,5.6584529184199,5.43339422623475,5.75854905319231,5.57055858000865,5.76753550971198,5.74493921654432,5.84068229428189,5.51772699920882,5.67986166600023,5.85454917395385,5.3819206748594,5.6708879507471,5.59167370394638
Abcb6,6.69332874092148,6.32296722095105,6.13481857410839,6.46390305643029,6.50117571724296,6.75203423222314,6.66918193322579,6.85030568830928,6.31820509167208,6.51324694520713,5.99503989510928,6.70073746776116,6.1452995491807,6.35027032998216,6.69770163239849,6.95688767432511,6.57621908744361,6.33945848736858,7.0969210909058,5.973862023811,6.83844956848138,6.64744249179872,6.73715584039229,6.93210538490031,6.42753947893915,6.41324637100904,6.47307455832247,6.3598366247647,6.48646495504137,6.46935412717678,6.59096034625655,6.56801922920078,6.63995279917604
Abcb8,6.78086882523191,7.31727865433641,7.41539554148211,7.2155085556136,6.9469557054672,6.66031871640747,7.17924357118521,7.2763719206502,7.48720702228178,7.26422432183537,7.32008298067528,7.05836107240524,7.29655646634378,6.56418859771742,6.04012169756361,6.68666166495999,6.08434434491548,6.46316567349436,6.52847017500359,6.38191818058788,6.27494998139141,6.65122010103518,6.05817875000784,6.31366730517594,6.81630397292286,7.19079826875004,7.22980199403394,6.48085376009706,6.73446774456464,6.57501502305842,6.89817012596726,6.69231822634391,7.02546805722549
Abcb9,7.36306058482727,7.28857223489731,7.67443141250479,7.17365323897477,7.26533333038783,7.1989732186591,7.27080275486416,7.21529703051299,7.07404817275268,7.5124032590197,7.53658488003483,7.53943808947344,7.428614275283,7.25339306991708,6.91214953774226,6.95413922931885,6.77747582157534,6.9639741363598,6.94267355557987,7.08126004585758,7.27165990343076,6.98813862102219,7.27619847685184,7.20004683967072,6.92566953578745,7.45554765480119,7.46124576436235,7.1632689352087,7.02595277793995,7.40359846327424,7.24275126994067,7.3666946266313,7.06749433384351
Abcc10,5.47775415874059,4.3092753573595,4.18657713890786,4.3087519436824,4.78471996503189,4.42452924525924,5.30958205559164,5.63434877369643,4.98256190870092,4.76620667937209,5.04010990675643,4.75864052234744,4.80445297117121,4.9456350072761,5.24255240609141,4.14539482677649,4.71072096551228,5.25042163889944,3.18804042246212,4.75090474676581,4.53088689282824,4.15520123674203,4.81590441830089,4.76241860285344,4.61228017880728,4.65600470770835,4.69273891238144,4.11412976732235,4.698057790148,4.49078891105301,4.73582889277277,4.74853145536794,5.31718328540445
Abcc5,8.74436026343592,8.93817544050228,9.05172507288166,8.62960419812245,8.70173117187863,8.63967862878644,8.86054337442538,8.70073252388712,8.74690901216885,8.90780376296695,8.96902881696002,8.72967279991979,8.83286677477086,8.6522744941076,8.86650361195806,8.79133184356092,8.5168615823851,8.88882857238113,8.97392489110411,8.79271242748098,8.46809566899011,8.70892811398305,8.54487992516651,8.76755490880281,8.80867963059472,8.78238432071855,8.71269115718099,8.75848326319697,8.67763498737913,8.81784601847893,8.80910360042077,8.89145771272423,9.05570658064654
Abcd3,8.88593190622692,8.63997874495141,8.687682836929,8.96498368132864,9.01639684801785,8.88962779325276,8.93041953431301,8.92343814004009,8.95236406743257,8.66506603630762,8.57359119534155,9.06517098326928,8.85188352204557,8.9680211616619,8.78675850852792,8.59140017727521,8.96621209613106,9.12050778372841,8.62144158849284,8.57720563455065,8.7346512456525,8.81475558101263,8.79172052438115,8.95487608849271,8.68390885655057,8.74595354329956,8.66402460422554,8.82662958935922,8.83368369784087,8.85823667075611,8.79206098353861,8.69580653078632,9.10039313918613
Abce1,8.56604840367033,8.34763274302024,8.41075586646176,8.52141473271385,8.52271634870174,8.47926400415379,8.53086707152013,8.5763210743441,8.58741621662556,8.36844723549171,8.38360185492481,8.41429282719592,8.37673659920318,8.5369823981223,8.31524350897682,8.21145892055247,8.27834973930462,8.10915761145152,8.27503873508234,8.25011259531276,8.43196924242256,8.12609742458196,8.31533384876448,8.12833159712345,8.20583570075499,8.28155193260162,8.23570408719856,8.55714927890987,8.6735341344467,8.5646839821039,8.28083776883847,8.28386443025971,8.15444861247131
Abcf1,9.1314141524157,9.01023121070629,8.92125009646313,9.00043920596354,9.07421627038886,8.95388869947559,9.01926210790891,9.03075796133241,9.1140452743721,8.93906465296956,9.03697486697443,9.40545541912567,9.11329281297083,9.13956029826381,8.90386725616627,9.05616028433846,8.83488625471138,9.03338999025041,9.0442318710711,9.08173199161476,9.03489988691916,9.09713435139562,8.94217941033252,8.8655435159146,9.1592654981745,9.21739313219489,9.02505753962917,9.05510923025791,8.62352907982962,8.91097718091991,8.97734511926103,9.06437152214781,9.02642017400884
Abcf2,8.09978280302765,8.84556458141708,8.78344402126231,8.44471601892712,8.45508174684475,8.62133239091157,8.32674503045241,8.83799540820796,8.47872086515398,8.69247286243271,8.676326106237,8.66752633786413,8.48585922551702,8.18437124557354,7.90780656590704,8.41798080333159,8.16907252362517,8.85852517665938,8.49710119188092,8.35398690513987,8.42106052750998,8.35469159954709,8.3834861083655,8.20043177083074,8.30061158372164,8.60409994681759,8.20083238247839,8.80808738069148,8.22272148506208,8.94459847560051,8.52625355554276,8.77725550725651,8.40712893229237
Abcf3,7.8768994922097,7.76540154819823,7.61861274322415,7.66575713931901,7.69916284622802,7.75625462124585,7.77304799252559,7.76117582260622,7.67214565327834,7.77889506385525,7.68348308456451,8.10392083089038,7.76846502730721,7.87454347392847,7.5544526060133,7.76451303278972,7.7290128290032,7.85877798346992,7.80240952300339,7.65666278652458,7.71207915449402,7.62774141006267,7.46321768457962,7.5413068840019,7.62877912011716,7.67791744252859,7.59281073444331,7.80296367239638,7.76883212745968,7.64994279712125,7.7317136582227,7.87741719509085,7.87113434363779
Abcg1,7.90005364793028,7.45566654867075,7.4500537981482,7.32509815872135,7.68820876758745,7.66491338890922,7.38335405437931,7.3596919109951,7.35662159926359,7.47487243442355,7.56901863087131,7.79644334644104,7.44373003422344,7.94616196881589,7.01752452587183,7.9431906533834,7.46613649430357,7.57165226225722,7.43614817614016,7.60702184107064,7.75773307526901,7.84569762324047,7.65715699796478,7.57680890215918,7.59271138613995,7.51748170268049,7.48248238492278,7.56695584771818,7.57136062601063,7.21589843379369,7.61305671476003,7.62031779355947,7.77394416573984
Abcg4,7.81051329885323,7.86366080092537,7.82767271414861,7.73891447432675,7.69455175998512,7.74685452314803,7.57979198883482,7.87718574530022,7.63490252457033,7.79310205382927,7.70751501444674,7.80720110377365,7.82891213295801,7.76822180347335,7.17960421999793,7.45152093089475,7.04490895790644,7.32716609834804,7.21403779976106,7.24093522275194,7.24256007838735,7.21176145377692,6.83976768485326,7.11581706201903,7.81033275600584,7.47215456909167,7.58007096285057,7.17342893476417,7.57865433216058,7.68112373451963,7.2666303659106,7.73168451299965,7.5770633960699
Abhd1,5.3374818000948,4.95686611623502,5.09428283679952,5.26296008713805,5.17984976681196,4.17719892795666,5.52452373126195,4.58137469437809,4.8054920495827,5.71486334650491,5.40262082541427,5.15522700730998,5.27299812297197,4.95037855829103,5.21293042112601,4.71467067607233,5.38648882274841,5.42669859874653,4.95122648998653,5.255906034439,5.2084486863994,4.41179831236098,5.35491810603369,5.2435030040906,4.94459714483148,5.97568622876353,4.65689138414475,5.72537477184926,4.87121968868879,4.86240661472525,4.66394563757535,5.58803797235952,4.82167233124544
Abhd14a,7.82476521176244,7.80845776688825,7.80260488314263,7.99386052215953,7.99533551251074,8.02224271505925,7.94520193178485,7.99247736898909,8.20231099034507,7.9766731198037,7.83063235962034,8.17765615937004,8.06152396103759,7.92821161881961,8.059413987857,8.11952943543048,8.12229920513799,8.33703193356582,8.19182150751469,8.04440012438558,8.0332151926628,7.99608489602495,8.2071848841453,8.29389046872987,7.99617902140766,8.15754559072814,8.06833768819962,7.93904609810825,7.86966434069279,7.81461849146375,8.1678038404554,8.0418167978081,8.13382972753015
Abhd14b,5.93754810007083,6.45806989209739,6.25941437904735,6.28731551862881,6.45540051539932,6.15906842898866,6.1136037516038,6.26160116892108,6.52135329298672,6.39635184497475,6.54339427390901,6.23356430476148,6.4010315438489,6.0359251997663,6.716904320666,7.02507000021245,6.77986053765993,7.08913839039402,6.88579337548583,6.69137556074786,6.89703707589676,6.75988053722101,6.8766367982875,6.78341012468097,6.45730249549358,6.56257909099466,6.75227415446792,6.27971788159544,6.89614909666686,6.70639509846858,6.39879712695412,6.35462188413631,6.63016978007882
Abhd3,8.35196758460178,8.47051488061911,8.53561735194631,8.38688331521727,8.66880108346611,8.36469884000631,8.38307644637876,8.39935400858974,8.16722745800622,8.70650264247472,8.4440439649811,8.08104057568576,8.59526721249959,8.4147753131758,8.61138919410008,7.94699261105352,8.8471787656629,9.78608662946846,9.10645768553456,9.24877055859574,8.47668821074718,8.17673122392237,8.71241260829072,8.49241245957043,8.24972451682978,8.77742389352399,8.50918964182319,8.98819843867372,8.65763982783351,8.83249780000197,8.68775473531526,8.59339399785253,8.68169841540947
Abhd4,9.3864168029281,8.95253025176288,8.9398599729247,9.40644152981158,9.43719383486247,9.40182547537598,9.33949648348236,9.47849916862439,9.47808557240724,8.98022585240428,8.98869281725531,9.3761062476435,9.36039812312541,9.26809987115687,8.86637838012412,9.08079638426736,9.3525349574204,8.60582405875924,8.7253078061663,8.79843344665923,9.27574367198178,9.41563302646342,9.43875273466069,9.4091768741017,9.11365512964276,9.10399574964498,9.02515237595994,9.05024329457661,9.30694866606494,9.07720272050821,9.05535793231422,9.0398325571452,9.2195651034414
Abhd5,7.19190598748505,7.13396291118486,7.01524249286579,7.33552203589081,7.42252804664507,7.25803870821613,7.20163725395244,7.27204229293062,7.22128619200381,7.11178963121911,7.08775787204581,7.14916182668252,7.2424624112052,7.13113420259961,7.58697087817134,6.78581891000797,7.32899461571075,7.31816872391,7.28440021382829,6.99786863559523,6.99759100139246,7.07739065632635,7.48373978341427,7.24271982731322,6.96139548536912,7.1142627556513,7.03407948336791,7.29462440670686,7.41219761456199,7.12095879744271,7.19582108015112,7.16860351238128,7.40881694401024
Abhd6,8.32261090680051,8.33494446550628,8.28205097694889,8.2910194301896,8.39524564827899,8.35156204350142,8.33236256889199,8.37733262625771,8.52862555885332,8.21732311487787,8.40906460110007,8.50872107770559,8.51750099972987,8.42733680385846,8.42750267694405,8.68780807071432,8.87073338272704,8.40075229198107,8.80254193722653,8.68657211822096,8.68219663829978,8.5932023594918,8.42019624755311,8.39378068468709,8.25860527515392,8.54304873352345,8.5525705100473,8.45046523227237,8.7145213803597,8.39630650010841,8.37739930511214,8.47761532355193,8.3553362124301
Abhd8,8.46958609136028,8.7155836545478,8.75898998673124,8.5961752201454,8.57049892095709,8.63206449570738,8.21946482861935,8.59040022517526,8.6183293332647,8.83137244251223,8.76131378025818,9.00175430272722,8.68128394857363,8.74932278026579,8.16700025094602,8.35774738772677,8.33139201674476,8.80618739625516,8.57101825091192,8.53996692995735,8.19686878613518,8.19275416352591,8.55050974701306,8.47804538329286,8.86393089435105,8.60754473427658,8.72711398645538,8.56037040077028,8.18495819186246,8.381482668928,8.72636921849836,8.648271637864,8.56893022552122
Abi1,10.3543072396823,10.3940890702564,10.413166481286,10.360187511358,10.2651952725346,10.3450305594412,10.3367462234592,10.4120406134322,10.2908970390953,10.4234250305933,10.4329707012715,9.9403879816422,10.2119818333961,10.3256443563031,10.2200348807118,10.0006691677858,10.2587758944207,10.4699171630435,10.3448105202806,10.4086305927379,10.1949286254784,10.0774225960347,10.2355608268271,10.135257051865,10.2711068435375,10.2177529037479,9.99000396310764,10.3887244675075,10.5498750323515,10.6350671766757,10.3714398493431,10.3485758937408,10.1912322628366
Abi2,11.7503057554969,11.7784651191575,11.9143222694612,11.6446502395252,11.8395085612188,11.8127971142602,11.6051122779495,11.6920756101042,11.6986470098629,11.8442740481496,11.904045804134,11.8063119176767,11.7350978713018,11.8036478371098,10.861700196078,11.5270435854829,11.3475434133925,11.7091038845184,11.5524684048491,11.5355296306314,11.5135325805536,11.3404700004106,11.231948489467,11.1462872308121,11.9052313590103,11.5477639042374,11.6733531167364,11.6050495226198,11.485241857389,12.0853668904233,11.5382732103749,11.7143186510334,11.245465359277
Abi3,5.55368564908968,4.31905302261842,4.62552460489429,6.05848387746087,5.76583799472163,5.85768927713118,5.84236170382879,5.8035056264488,5.44930937358191,4.66274855279542,4.77759251669017,5.94771722299089,5.58491651018145,5.33043991258448,5.75484072183575,5.70416327554281,6.10493294372619,5.31947124710307,4.54343227745518,4.82211325431023,5.24940414708454,5.63169163260621,5.64372099845978,5.75914465166234,5.21347717643802,5.34253978247117,5.28356271114971,5.16495199913584,5.35833957138693,5.14977832484121,5.26389384056028,5.24618959350896,5.17053290531081
Ablim2,7.57556023201406,7.03465057799709,7.31282125903634,7.41403393418171,7.20905571309217,7.62249843867031,7.16562692140423,7.43900153890755,7.41165465597013,7.06722721717031,7.39123991502586,7.49937618181342,7.38241880468899,7.38817646687339,6.43081728423814,7.10981708969893,6.37913154235162,6.43052810587555,7.12538006981428,7.11984549581436,6.74051922963292,6.77382376922373,6.91720389954606,6.61225375603625,7.2515868335745,7.24457028669806,7.12657557031618,6.94687830869571,6.59711919924409,7.00575834735977,7.25709477306586,7.34586605298698,7.0709172414447
Abr,8.12791822428792,8.83714400846199,8.06227843505994,8.71470341256254,7.9522385792185,8.21785358763716,8.35577280399808,8.1927879563524,8.33506235419662,8.11754759031712,8.54090005839552,8.4303856177513,8.26824804271157,7.93084262438322,6.85563934764013,8.42783915444474,7.80494465103501,7.57284866103132,8.04576207990414,7.91081373076323,8.29785249878755,8.68503733132381,7.69069267496347,8.13087315665788,8.81687623020716,8.19466405127963,8.13051258812896,7.87050117054552,7.75010719786286,7.665149078964,8.42684976417427,8.54889493448579,7.88913797116633
Abtb1,6.29867827277314,6.7610319815182,6.73408909131918,6.07439619019886,5.83406978040526,6.15474859833549,5.64971969276191,6.25014127382106,6.46239191910032,6.58850984613889,6.55329820204827,6.17642348875305,6.14094978275543,5.9639631518425,5.27029159886584,5.91743430060294,5.74330347105451,6.51233383083521,6.31266579628999,6.33679810930858,5.62705112789847,5.76350397348694,5.35283821544442,5.93031453382605,6.16822303051594,6.15407912287111,6.26355409832093,6.51285544841569,6.23292759188572,6.41999914756733,6.07805517593805,6.16831160306016,5.99436805956703
Acaa2,8.13735690065301,8.04987632452349,7.86024024289706,8.05051073295964,8.38055328414688,8.36575719244009,7.98020561987199,8.34684256661513,8.32124116530709,8.18251985962678,8.02664515428887,8.24195790185797,8.1906751974123,8.27887348402379,8.01612299856237,7.83252583583767,8.58609803515652,8.90464344811607,8.68255481652068,8.58944917274236,8.55961513632163,8.45294553315204,8.67965700398019,8.9127992008461,8.29838979843751,8.96581364007512,8.22708274042288,7.74863440034515,8.67459296600928,8.78094295156066,8.10559050411876,7.8673664147785,8.27891860460331
Acad8,6.80235615090477,6.90121482301417,6.87281300627921,7.36684338627733,7.10472136915319,7.02275306767481,7.13573585925926,6.98639997964391,7.24011438016806,6.94410821493401,6.66216299720741,6.8435033608141,7.10150631586135,6.84090605154508,7.22858214142968,7.10558358971556,7.11446066061755,6.87266722790646,7.35412838389898,6.8925416522597,7.08885191953137,7.28717828420274,7.12536557950315,7.20543422032478,6.77701073273882,7.06763529389588,6.86236197341802,7.03071089514202,7.46707703317068,7.27122669114378,6.95890396400537,6.90270693417149,6.91599050090836
Acad9,7.32931842759657,7.63817210364426,7.48746367195337,7.54285190383535,7.34666547344784,7.47598894925748,7.42617140207192,7.53235441449116,7.60845262434005,7.27917016060919,7.46643574462983,7.41347777223985,7.578844042078,7.47405070738709,7.64697816121357,7.69016334307291,7.70669799919366,8.14691813974206,7.79565906458545,7.91099671237548,7.76906953775376,7.68025437303222,7.67355176622975,7.75182848395587,7.6114012293001,7.42938945052586,7.33462865860535,7.63957155291085,7.95971740648515,8.14430251411728,7.57547731733769,7.43422805553894,7.5918847636602
Acadm,8.58957841048715,8.32410591806135,8.57025226346893,8.50814805262546,8.63107416325095,8.67305853922932,8.65254227805263,8.64767613890996,8.71224057262331,8.34653783723387,8.44659564709574,8.52240538125398,8.56536638403979,8.5740725205118,9.09073229961907,8.7029623752072,9.20775749353174,8.3168176879841,8.96504131699618,8.95539702306756,9.0851987432719,8.93923108251812,8.96041751278143,9.00051628265735,8.35432749962652,8.68780871127355,8.38574836167924,8.68118265348905,9.05735983562,8.96704953025307,8.86881095284534,8.40423613067533,8.79704534144185
Acadsb,7.11376822703066,7.25463730602722,6.97153165018058,7.15921114602514,7.28939554059276,7.37533576219432,6.95448660695385,7.06058769090079,7.1310701483797,7.01139996670797,7.07176053372467,7.33294625791733,6.97045251646744,7.27579784167311,7.05637631384168,6.86242343529203,7.16463421679329,5.58090292791547,7.25614712124814,7.19455393041053,7.11579272402677,7.07357498243942,6.98002479929352,7.03487285234619,6.64481537813191,6.90934224117837,6.90293398413777,7.52913279777264,7.37655907482515,7.10407921458172,6.78445941514548,6.94227458699958,6.93110956659458
Acadvl,7.51352358110423,7.26759452291604,7.06027418522625,7.64832746028398,7.58262262582035,7.54314552626264,7.65711348384277,7.59576952149574,7.75926261382406,7.27338081834151,7.2673010897612,7.88182663579961,7.53213800488289,7.54586126519033,7.50173420316259,7.49436478870285,7.66697293212307,7.30189395114865,7.40207845999672,7.08636315353306,7.62075782847076,7.79328270481728,7.61302310524407,7.90739906612239,7.40257791202527,7.47975270209199,7.43628764216501,7.41090303095274,7.4940665848265,7.5373319358813,7.38846705961834,7.36966927792468,7.48021536049853
Acat2,8.76319889281954,8.63179053630493,8.64464467304515,8.57548332399396,8.66871027674592,8.66127647331668,8.57000781891317,8.73682489777089,8.68936267782358,8.64837394168682,8.56323213155039,8.7486478989671,8.46974054453837,8.64898544166043,9.02015290838503,8.94942521392569,8.82305431084422,9.33634299305848,9.00152170098189,8.86496445606975,9.12785482244131,8.87023728963053,8.77445391907837,8.97582284125448,8.57445516951649,8.64815400777812,8.70635054190124,9.10861639371135,8.69781833415457,8.74083291954484,8.69738109413891,8.97898121951849,8.96586411111632
Acbd3,7.9960263342681,8.22181243313184,8.22448383340998,8.25172039049711,8.07743890530944,8.11806980966449,8.32851429765733,8.25368448409974,8.37370798674908,8.32615706161339,8.22604051038404,7.94235464578696,8.27084516439086,8.07244005526299,7.77067995745461,8.20336315231865,8.06629808514471,7.77132744637701,7.90174478279351,8.03474505223841,8.15961490006026,8.21304971715186,7.90641035179364,7.91445814616691,8.02783566601262,8.04483476882581,8.06857609135342,8.03212104298095,8.38499402789688,8.23921612711012,8.00174857934317,7.90213564208627,8.29453065578865
Acbd4,7.40305160425836,7.59350039683895,7.53450510706953,7.38729785342572,7.42516050795915,7.47431765195368,7.14476617443632,7.14222536796922,7.30366317245426,7.62209639344401,7.2857317453153,7.52471154487046,7.08953155277252,7.51885961271548,7.87371625321977,7.79105188178096,7.72082217326349,8.1888663248989,8.12593640143091,7.97843081379907,7.74008986621082,7.85970493500734,7.83195200881595,7.79869634712114,7.76026454875794,7.83509805810979,7.76951731762832,7.3040230512746,7.91657660122706,7.60894624472854,7.43150697706414,7.57807972672723,7.62519536564376
Acbd5,8.47216491459313,8.54526229200842,8.63971456048947,8.48947909789059,8.56633562669202,8.50584196382277,8.57393859859659,8.5669350985808,8.34843728716614,8.50436353050951,8.57236424242993,8.30925348617446,8.47405103705916,8.44277294139127,9.02426761005716,8.68658517054774,8.79273605499732,8.61242387123296,8.7741151752091,9.08968995373903,8.67155151208054,8.57536025659682,9.16455904056381,8.74452744737364,8.47135082880229,8.4610778352434,8.49646801529412,8.49300859804526,9.08448147564265,8.98515442435022,8.76749301991062,8.74562331815811,8.42624674630393
Acbd6,7.87958892768678,8.04232897384328,7.98142882720109,7.81507738469144,7.81837262488279,7.8689394890009,7.75009428313972,7.94791085479807,7.92143243117568,7.93886119102088,8.02647700312183,8.09542037021551,7.75572891130466,7.95942940068187,7.89101868597461,8.18690225910019,8.07757756990903,7.68853906018785,8.38989383667099,8.23984843935805,8.33137100614798,8.22826638093877,8.07067886037165,8.2826303123933,8.18234128880582,8.18697684447254,8.00803451021641,7.96213876919754,7.72896432610561,8.14158892434092,7.92689666666225,7.97340851010613,7.98354685936942
Acd,7.3352414846867,7.57698062406713,7.55146812367144,7.48749549431128,7.51639783362111,7.09684173625477,7.58078055828329,7.56092514702512,7.65268147587725,7.64158357468586,7.65259904873751,7.47877578034008,7.52924066563292,7.49533706987042,7.41717788770149,7.48162010336549,7.08294134794067,7.73756043902488,7.54799340202498,7.22671320237236,7.31811002380979,7.40913956462644,7.43614212494471,7.35095982381691,7.40947140305968,7.46837503363445,7.62228090368559,7.52249494426254,7.34402289417025,7.6905810101794,7.52257233037142,7.52032484965442,7.31985321941954
Ache,6.46628624915126,6.15063106725139,6.27377665358986,6.64310767402111,6.09607297637447,6.38393327048597,6.43074783681023,6.49147087121947,6.44069537599026,6.11305396079044,5.98460803138862,5.9719331751307,6.17081997338362,6.27673558752977,6.12586375908794,6.76215518241128,6.16759031541726,6.17578854031156,5.7472350839605,6.1264843880057,6.67499328520677,6.30657745986109,6.03322198189655,6.32512002651255,6.22702527716397,6.07562020418083,6.19678438915289,6.03339416869355,6.37556987270067,6.11981221708366,6.25568143098007,6.24596933441933,6.42944447198348
Acly,9.9399188536216,9.80253121308934,9.84503337461283,9.86696309383509,9.9124546483748,9.84436200857479,9.90289221412084,9.93037792455377,9.84595683214002,9.7617771304258,9.77898730855473,9.92126015955993,9.78524360352653,9.88361198328757,9.97104750546864,10.0895911453659,9.89892491486773,10.1702278811437,9.71261406974882,9.89772481177887,10.0539057350241,10.1278346078165,9.72677842414419,9.85274277817759,9.68564151897145,9.85207749530991,9.80141358363391,9.87244538730612,9.93006499292719,9.85630177371874,9.8481529121558,10.0782819084049,10.0766626219172
Acn9,7.13181588629286,7.37003405648673,7.35285931798573,7.22384197156857,7.25797801631855,7.251836664275,7.39870748273721,7.18884895179086,7.32341661523777,7.35064772256144,7.43727986179926,7.01490864930128,7.24057224609993,7.3347737488313,8.39900368321657,7.38385570700987,8.00932173362492,6.92193067734576,8.25630864330389,8.14933820105691,7.80858381417838,7.68144864287677,7.99068552136302,7.53582013638013,7.21102545924093,7.67682531336033,7.29931246145789,7.45347572103148,7.86891222201844,7.41583731792435,7.70519827246687,7.42022470744513,7.69629293957202
Aco2,10.6482229984756,10.7998737452792,10.7126594805666,10.6529772331796,10.6035028993679,10.7037262173881,10.6844650544189,10.7717441430243,10.8006756410203,10.8912434405402,10.9197907087007,10.8155617406513,10.7161645213365,10.7520963761935,10.2901232681217,10.6590633227118,10.6500838488242,11.0768879290421,10.8642434756952,10.7598312603994,10.7404192925685,10.7529044544876,10.5019753219468,10.7373178522118,10.8529388543449,10.8077181579115,10.8057547355038,10.7558780950038,10.4153659561878,10.5641677443714,10.8800475355574,10.794204841052,10.8489365678003
